level_0,index,Year,Christianity_pop,Judaism_pop,Islam_pop,Buddhism_pop,Zoroastrian_pop,Hindu_pop,Sike_pop,Shinto_pop,Baha'i_pop,Taoism_pop,Confucianism_pop,Jain_pop,Syncretic Religions_pop,Animist_pop,Non Religious_pop,Other Religions_pop,Total Religious_pop,Population_pop,Christianity _pct,Judaism _pct,Islam _pct,Buddhism _pct,Zoroastrian _pct,Hindu _pct,Sike _pct,Shinto _pct,Baha'i _pct,Taoism _pct,Confucianism _pct,Jain _pct,Syncretic Religions _pct,Animist _pct,Non Religious _pct,Other Religions _pct,Total Religious _pct,Country,Region,SubRegion
501,1206,2005,446864,0,11590000,0,0,0,3018,0,4119,0,0,0,0,560000,10533,13466,12614534,12628000,0.0354,0.0,0.9178,0.0,0.0,0.0,0.0002,0.0,0.0003,0.0,0.0,0.0,0.0,0.0443,0.0008,0.0011,0.9989,Niger,Africa,Western Africa
502,1207,2010,584548,0,13714412,0,0,0,3582,0,4500,0,0,0,0,605000,15200,61187,14927242,14988429,0.039,0.0,0.915,0.0,0.0,0.0,0.0002,0.0,0.0003,0.0,0.0,0.0,0.0,0.0404,0.001,0.0041,0.9959,Niger,Africa,Western Africa
503,1214,1990,3444889,0,4530943,4929,0,6600,0,0,16000,0,0,0,0,3500000,143000,70639,11646361,11717000,0.294,0.0,0.3867,0.0004,0.0,0.0006,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.2987,0.0122,0.006,0.994,Côte d'Ivoire,Africa,Western Africa
504,1215,1995,4293224,0,5399999,6161,0,3891,0,0,19385,0,0,0,0,4126700,144000,236640,13993360,14230000,0.3017,0.0,0.3795,0.0004,0.0,0.0003,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.29,0.0101,0.0166,0.9834,Côte d'Ivoire,Africa,Western Africa
505,1216,2000,4152993,0,5719537,7393,0,1183,0,0,22770,0,0,0,0,4677707,120000,84417,14701583,14786000,0.2809,0.0,0.3868,0.0005,0.0,0.0001,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.3164,0.0081,0.0057,0.9943,Côte d'Ivoire,Africa,Western Africa
506,1217,2005,6091165,0,7337488,9049,0,1448,0,0,27872,0,0,0,0,5100000,135000,47978,18702022,18750000,0.3249,0.0,0.3913,0.0005,0.0,0.0001,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.272,0.0072,0.0026,0.9974,Côte d'Ivoire,Africa,Western Africa
507,1218,2010,8029336,0,8029337,10706,0,1713,0,0,32974,0,0,0,0,5138776,124000,44726,21366842,21411568,0.375,0.0,0.375,0.0005,0.0,0.0001,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.24,0.0058,0.0021,0.9979,Côte d'Ivoire,Africa,Western Africa
508,1225,1990,220000,0,3847000,4458,0,0,0,0,240,0,0,0,0,1670060,8000,5242,5749758,5755000,0.0382,0.0,0.6685,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2902,0.0014,0.0009,0.9991,Guinea,Africa,Western Africa
509,1226,1995,280000,0,4997320,5573,0,0,0,0,175,0,0,0,0,2050000,10988,4944,7344056,7349000,0.0381,0.0,0.68,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2789,0.0015,0.0007,0.9993,Guinea,Africa,Western Africa
510,1227,2000,534351,0,6315500,6500,0,0,0,0,111,0,0,0,0,531700,13976,27862,7402138,7430000,0.0719,0.0,0.85,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0716,0.0019,0.0037,0.9963,Guinea,Africa,Western Africa
511,1228,2005,737678,0,7837850,8200,0,0,0,0,150,0,0,0,0,599365,20637,17120,9203880,9221000,0.08,0.0,0.85,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0022,0.0019,0.9981,Guinea,Africa,Western Africa
512,1229,2010,819087,0,8702832,9000,0,0,0,0,154,0,0,0,0,675000,19259,13295,10225332,10238627,0.08,0.0,0.85,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0659,0.0019,0.0013,0.9987,Guinea,Africa,Western Africa
513,1236,1990,1340000,0,4376500,0,0,0,0,0,1800,0,0,0,0,3150350,50000,82350,8918650,9001000,0.1489,0.0,0.4862,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.35,0.0056,0.0091,0.9909,Burkina Faso,Africa,Western Africa
514,1237,1995,1601000,0,5100000,0,0,0,0,0,1938,0,0,0,0,3355500,54945,86617,10113383,10200000,0.157,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.329,0.0054,0.0085,0.9915,Burkina Faso,Africa,Western Africa
515,1238,2000,2561541,0,6804090,0,0,0,0,0,1500,0,0,0,0,2506770,55000,8099,11928901,11937000,0.2146,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.21,0.0046,0.0007,0.9993,Burkina Faso,Africa,Western Africa
516,1239,2005,2891500,0,7425160,0,0,0,0,0,1700,0,0,0,0,2420420,61500,1720,12800280,12802000,0.2259,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1891,0.0048,0.0001,0.9999,Burkina Faso,Africa,Western Africa
517,1240,2010,4574351,0,9023117,0,0,0,0,0,1950,0,0,0,0,1901244,78188,5118,15578850,15583968,0.2935,0.0,0.579,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.122,0.005,0.0003,0.9997,Burkina Faso,Africa,Western Africa
518,1250,1990,866520,0,433260,0,0,0,0,0,6932,0,0,0,0,1059080,35000,6208,2400792,2407000,0.36,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.44,0.0145,0.0026,0.9974,Liberia,Africa,Western Africa
519,1251,1995,998800,0,441600,0,0,0,0,0,7897,0,0,0,0,1227995,42617,41091,2718909,2760000,0.3619,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.4449,0.0154,0.0149,0.9851,Liberia,Africa,Western Africa
520,1252,2000,1230057,0,630800,0,0,0,0,0,7550,0,0,0,0,1230060,50234,5299,3148701,3154000,0.39,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.39,0.0159,0.0017,0.9983,Liberia,Africa,Western Africa
521,1253,2005,2281310,0,466760,0,0,0,0,0,5000,0,0,0,0,522000,52120,6810,3327190,3334000,0.6843,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.1566,0.0156,0.002,0.998,Liberia,Africa,Western Africa
522,1254,2010,3542240,0,468918,0,0,0,0,0,4167,0,0,0,0,110000,41673,346,4166998,4167344,0.85,0.0,0.1125,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0264,0.01,0.0001,0.9999,Liberia,Africa,Western Africa
523,1260,1990,452150,0,1798650,0,0,2050,0,0,8000,0,0,0,0,1652000,72300,11850,3985150,3997000,0.1131,0.0,0.45,0.0,0.0,0.0005,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.4133,0.0181,0.003,0.997,Sierra Leone,Africa,Western Africa
524,1261,1995,419499,0,2433100,0,0,2270,0,0,9600,0,0,0,0,1258500,63163,8868,4186132,4195000,0.1,0.0,0.58,0.0,0.0,0.0005,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.3,0.0151,0.0021,0.9979,Sierra Leone,Africa,Western Africa
525,1262,2000,856198,0,2813860,0,0,2490,0,0,10000,0,0,0,0,1110580,50000,10872,4843128,4854000,0.1764,0.0,0.5797,0.0,0.0,0.0005,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.2288,0.0103,0.0022,0.9978,Sierra Leone,Africa,Western Africa
526,1263,2005,1057208,0,3147566,0,0,2797,0,0,3805,0,0,0,0,1186620,76444,31560,5474440,5506000,0.192,0.0,0.5717,0.0,0.0,0.0005,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.2155,0.0139,0.0057,0.9943,Sierra Leone,Africa,Western Africa
527,1264,2010,1169246,0,3396544,0,0,3000,0,0,4500,0,0,0,0,1457603,75086,33295,6105979,6139274,0.1905,0.0,0.5532,0.0,0.0,0.0005,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.2374,0.0122,0.0054,0.9946,Sierra Leone,Africa,Western Africa
528,1271,1990,8280300,0,2930000,340,0,3200,0,0,9800,0,0,0,500,3744500,48000,1360,15016640,15018000,0.5514,0.0,0.1951,0.0,0.0,0.0002,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.2493,0.0032,0.0001,0.9999,Ghana,Africa,Western Africa
529,1272,1995,10150510,0,3464972,372,0,3621,0,0,10741,0,0,0,543,3224220,55844,427177,16910823,17338000,0.5854,0.0,0.1998,0.0,0.0,0.0002,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.186,0.0032,0.0246,0.9754,Ghana,Africa,Western Africa
530,1273,2000,10986230,0,3787000,404,0,4042,0,0,11683,0,0,0,586,3288244,1202603,931208,19280792,20212000,0.5435,0.0,0.1874,0.0,0.0,0.0002,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.1627,0.0595,0.0461,0.9539,Ghana,Africa,Western Africa
531,1274,2005,12666130,0,3404843,431,0,4333,0,0,7500,0,0,0,0,3500000,806411,953352,20389648,21343000,0.5935,0.0,0.1595,0.0,0.0,0.0002,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.164,0.0378,0.0447,0.9553,Ghana,Africa,Western Africa
532,1275,2010,16879326,0,4223515,0,0,0,0,0,0,0,0,0,0,1271854,1439835,182722,23814530,23997252,0.7034,0.0,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.06,0.0076,0.9924,Ghana,Africa,Western Africa
533,1282,1990,1467000,0,650000,0,0,0,0,0,18000,0,0,0,0,1366700,7200,15100,3508900,3524000,0.4163,0.0,0.1844,0.0,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.3878,0.002,0.0043,0.9957,Togo,Africa,Western Africa
534,1283,1995,1777899,0,735300,0,0,0,0,0,20688,0,0,0,0,1502300,9305,39508,4045492,4085000,0.4352,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.3678,0.0023,0.0097,0.9903,Togo,Africa,Western Africa
535,1284,2000,1917880,0,555480,0,0,0,0,0,18200,0,0,0,0,2100000,11410,26030,4602970,4629000,0.4143,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.4537,0.0025,0.0056,0.9944,Togo,Africa,Western Africa
536,1285,2005,2513727,0,731169,0,0,0,0,0,22000,0,0,0,0,2028060,14463,27581,5309419,5337000,0.471,0.0,0.137,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0,0.0,0.0,0.38,0.0027,0.0052,0.9948,Togo,Africa,Western Africa
537,1286,2010,2797212,0,815854,0,0,0,0,0,25000,0,0,0,0,2156185,14365,18913,5808616,5827529,0.48,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.37,0.0025,0.0032,0.9968,Togo,Africa,Western Africa
538,1293,1990,6038000,0,2435000,55,0,0,0,0,48000,0,0,0,119,2906900,31000,24926,11459074,11484000,0.5258,0.0,0.212,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,0.0,0.2531,0.0027,0.0022,0.9978,Cameroon,Africa,Middle Africa
539,1294,1995,7036810,0,2920940,100,0,0,0,0,43233,0,0,0,214,3186480,66562,22661,13254339,13277000,0.53,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0,0.24,0.005,0.0017,0.9983,Cameroon,Africa,Middle Africa
540,1295,2000,7566370,0,2896320,181,0,0,0,0,35000,0,0,0,386,4432300,75000,79443,15005557,15085000,0.5016,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.2938,0.005,0.0053,0.9947,Cameroon,Africa,Middle Africa
541,1296,2005,8938935,0,3499500,326,0,0,0,0,36500,0,0,0,695,5172740,131890,42414,17780586,17823000,0.5015,0.0,0.1963,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.2902,0.0074,0.0024,0.9976,Cameroon,Africa,Middle Africa
542,1297,2010,9868484,0,4265362,359,0,0,0,0,38200,0,0,0,765,5576888,145090,34816,19895148,19929964,0.4952,0.0,0.214,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.2798,0.0073,0.0017,0.9983,Cameroon,Africa,Middle Africa
543,1304,1990,44038540,800,42899000,5000,0,0,0,0,25000,0,0,0,3000,8500000,200000,482660,95671340,96154000,0.458,0.0,0.4461,0.0001,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0884,0.0021,0.005,0.995,Nigeria,Africa,Western Africa
544,1305,1995,47688800,801,52361000,5477,0,0,0,0,25267,0,0,0,3144,11172200,258171,207140,111514860,111722000,0.4269,0.0,0.4687,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.1,0.0023,0.0019,0.9981,Nigeria,Africa,Western Africa
545,1306,2000,49263166,200,60000000,5954,0,0,0,0,24500,0,0,0,3289,10325000,316343,61548,119938452,120000000,0.4105,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.086,0.0026,0.0005,0.9995,Nigeria,Africa,Western Africa
546,1307,2005,56317628,100,66214665,7000,0,0,0,0,26500,0,0,0,3973,10501100,385115,310919,133456081,133767000,0.421,0.0,0.495,0.0001,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0785,0.0029,0.0023,0.9977,Nigeria,Africa,Western Africa
547,1308,2010,64726375,100,78284656,8229,0,0,0,0,30000,0,0,0,4546,10302000,484129,270381,153840035,154110416,0.42,0.0,0.508,0.0001,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0668,0.0031,0.0018,0.9982,Nigeria,Africa,Western Africa
548,1315,1990,806600,0,40000,0,0,0,0,0,400,0,0,0,0,31000,7000,50000,885000,935000,0.8627,0.0,0.0428,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0332,0.0075,0.0535,0.9465,Gabon,Africa,Middle Africa
549,1316,1995,946880,0,79645,0,0,0,0,0,450,0,0,0,0,35361,11946,1718,1074282,1076000,0.88,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0329,0.0111,0.0016,0.9984,Gabon,Africa,Middle Africa
550,1317,2000,936379,0,147120,0,0,0,0,0,501,0,0,0,0,122600,16893,2507,1223493,1226000,0.7638,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.1,0.0138,0.002,0.998,Gabon,Africa,Middle Africa
551,1318,2005,963099,0,157560,0,0,0,0,0,688,0,0,0,0,123365,18500,49788,1263212,1313000,0.7335,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.094,0.0141,0.0379,0.9621,Gabon,Africa,Middle Africa
552,1319,2010,1047752,0,210332,0,0,0,0,0,564,0,0,0,0,117561,22500,3505,1398709,1402214,0.7472,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0838,0.016,0.0025,0.9975,Gabon,Africa,Middle Africa
553,1326,1990,1853000,0,455000,0,0,0,0,0,8000,0,0,0,0,503000,23000,87000,2842000,2929000,0.6326,0.0,0.1553,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,0.1717,0.0079,0.0297,0.9703,Central African Republic,Africa,Middle Africa
554,1327,1995,2159140,0,490950,0,0,0,0,0,8482,0,0,0,0,589140,24067,1221,3271779,3273000,0.6597,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0026,0.0,0.0,0.0,0.0,0.18,0.0074,0.0004,0.9996,Central African Republic,Africa,Middle Africa
555,1328,2000,1662483,0,565474,0,0,0,0,0,6500,0,0,0,0,1265250,45000,70293,3544707,3615000,0.4599,0.0,0.1564,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.35,0.0124,0.0194,0.9806,Central African Republic,Africa,Middle Africa
556,1329,2005,2017690,0,615150,0,0,0,0,0,8500,0,0,0,0,1394340,52000,13320,4087680,4101000,0.492,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.34,0.0127,0.0032,0.9968,Central African Republic,Africa,Middle Africa
557,1330,2010,2215305,0,675397,0,0,0,0,0,10000,0,0,0,0,1530902,56000,15050,4487604,4502654,0.492,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.34,0.0124,0.0033,0.9967,Central African Republic,Africa,Middle Africa
558,1337,1990,1808050,0,2672890,612,0,0,0,0,56000,0,0,0,0,1137400,4000,8048,5678952,5687000,0.3179,0.0,0.47,0.0001,0.0,0.0,0.0,0.0,0.0098,0.0,0.0,0.0,0.0,0.2,0.0007,0.0014,0.9986,Chad,Africa,Middle Africa
559,1338,1995,1955305,0,3167500,765,0,0,0,0,60210,0,0,0,0,1140300,5818,5102,6329898,6335000,0.3087,0.0,0.5,0.0001,0.0,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0,0.18,0.0009,0.0008,0.9992,Chad,Africa,Middle Africa
560,1339,2000,2274495,0,4124505,918,0,0,0,0,16200,0,0,0,1959,1147650,12400,72873,7578127,7651000,0.2973,0.0,0.5391,0.0001,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0003,0.15,0.0016,0.0095,0.9905,Chad,Africa,Middle Africa
561,1340,2005,3306270,0,5530260,1543,0,0,0,0,20000,0,0,0,3286,1112280,19800,25561,9993439,10019000,0.33,0.0,0.552,0.0002,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0003,0.111,0.002,0.0026,0.9974,Chad,Africa,Middle Africa
562,1341,2010,3909470,0,6347232,1771,0,0,0,0,22955,0,0,0,3771,1150730,28900,34254,11464829,11499083,0.34,0.0,0.552,0.0002,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0003,0.1001,0.0025,0.003,0.997,Chad,Africa,Middle Africa
563,1348,1990,1976040,0,25000,100,0,0,0,0,9000,0,0,0,170,114068,40000,67622,2164378,2232000,0.8853,0.0,0.0112,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0001,0.0511,0.0179,0.0303,0.9697,Congo,Africa,Middle Africa
564,1349,1995,2243564,0,51860,113,0,0,0,0,13800,0,0,0,188,127108,64888,91479,2501521,2593000,0.8652,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0,0.0001,0.049,0.025,0.0353,0.9647,Congo,Africa,Middle Africa
565,1350,2000,2430640,0,42408,127,0,0,0,0,18600,0,0,0,207,152000,109000,190018,2752982,2943000,0.8259,0.0,0.0144,0.0,0.0,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0001,0.0516,0.037,0.0646,0.9354,Congo,Africa,Middle Africa
566,1351,2005,2865567,0,69920,142,0,0,0,0,21083,0,0,0,230,198000,214000,37058,3368942,3406000,0.8413,0.0,0.0205,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,0.0,0.0,0.0001,0.0581,0.0628,0.0109,0.9891,Congo,Africa,Middle Africa
567,1352,2010,3228666,0,77400,172,0,0,0,0,25628,0,0,0,280,210000,295000,167160,3837146,4004306,0.8063,0.0,0.0193,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0001,0.0524,0.0737,0.0417,0.9583,Congo,Africa,Middle Africa
568,1359,1990,33302540,420,435000,2100,0,64000,0,0,170000,0,0,0,0,1150000,135000,302940,35259060,35562000,0.9365,0.0,0.0122,0.0001,0.0,0.0018,0.0,0.0,0.0048,0.0,0.0,0.0,0.0,0.0323,0.0038,0.0085,0.9915,Democratic Republic of the Congo,Africa,Middle Africa
569,1360,1995,43148540,441,454530,2486,0,70740,0,0,195798,0,0,0,0,1223668,174863,181934,45271066,45453000,0.9493,0.0,0.01,0.0001,0.0,0.0016,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0269,0.0038,0.004,0.996,Democratic Republic of the Congo,Africa,Middle Africa
570,1361,2000,47010884,463,671502,2872,0,77481,0,0,155000,0,0,0,0,2850000,427000,458798,51195202,51654000,0.9101,0.0,0.013,0.0001,0.0,0.0015,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0552,0.0083,0.0089,0.9911,Democratic Republic of the Congo,Africa,Middle Africa
571,1362,2005,54270480,363,886155,3438,0,80500,0,0,180000,0,0,0,0,3100000,472000,84064,58992936,59077000,0.9186,0.0,0.015,0.0001,0.0,0.0014,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0525,0.008,0.0014,0.9986,Democratic Republic of the Congo,Africa,Middle Africa
572,1363,2010,63127199,407,882247,3841,0,95000,0,0,200000,0,0,0,0,3200000,345000,11466,67853694,67865160,0.9302,0.0,0.013,0.0001,0.0,0.0014,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0472,0.0051,0.0002,0.9998,Democratic Republic of the Congo,Africa,Middle Africa
573,1369,1990,13556620,2000,1843204,727,0,132000,1200,0,120000,0,1650,0,0,840000,80000,71599,16577401,16649000,0.8143,0.0001,0.1107,0.0,0.0,0.0079,0.0001,0.0,0.0072,0.0,0.0001,0.0,0.0,0.0505,0.0048,0.0043,0.9957,Uganda,Africa,Eastern Africa
574,1370,1995,15511805,2200,2156905,908,0,157600,1144,0,75000,0,1800,0,0,855000,86115,414523,18848477,19263000,0.8053,0.0001,0.112,0.0,0.0,0.0082,0.0001,0.0,0.0039,0.0,0.0001,0.0,0.0,0.0444,0.0045,0.0215,0.9785,Uganda,Africa,Eastern Africa
575,1371,2000,17829965,1500,2634881,1090,0,162000,1089,0,52000,0,2004,0,2091,942000,125000,24380,21753620,21778000,0.8187,0.0001,0.121,0.0001,0.0,0.0074,0.0001,0.0,0.0024,0.0,0.0001,0.0,0.0001,0.0433,0.0057,0.0011,0.9989,Uganda,Africa,Eastern Africa
576,1372,2005,21257472,2676,3117551,1722,0,170000,1338,0,55000,0,2461,0,3418,1450000,305800,127562,26367438,26495000,0.8023,0.0001,0.1177,0.0001,0.0,0.0064,0.0001,0.0,0.0021,0.0,0.0001,0.0,0.0001,0.0547,0.0115,0.0048,0.9952,Uganda,Africa,Eastern Africa
577,1373,2010,25921856,2000,3734278,2005,0,182000,1556,0,50000,0,2863,0,3983,1050000,133345,35110,31083886,31118996,0.833,0.0001,0.12,0.0001,0.0,0.0058,0.0001,0.0,0.0016,0.0,0.0001,0.0,0.0001,0.0337,0.0043,0.0011,0.9989,Uganda,Africa,Eastern Africa
578,1379,1990,18867000,1600,1680000,200,600,120000,23700,0,240000,0,48000,0,642,2989900,21000,39358,23992642,24032000,0.7851,0.0001,0.0699,0.0,0.0,0.005,0.001,0.0,0.01,0.0,0.002,0.0,0.0,0.1244,0.0009,0.0016,0.9984,Kenya,Africa,Eastern Africa
579,1380,1995,24049800,1693,2032672,461,664,135801,25611,0,276416,0,53027,0,803,3662640,22592,259820,30262180,30522000,0.7879,0.0001,0.0666,0.0,0.0,0.0044,0.0008,0.0,0.0091,0.0,0.0017,0.0,0.0,0.12,0.0007,0.0085,0.9915,Kenya,Africa,Eastern Africa
580,1381,2000,23881200,1787,2406400,722,728,135000,27523,0,245000,0,58054,0,963,3200000,45000,77623,30002377,30080000,0.7939,0.0001,0.08,0.0,0.0,0.0045,0.0009,0.0,0.0081,0.0,0.0019,0.0,0.0,0.1064,0.0015,0.0026,0.9974,Kenya,Africa,Eastern Africa
581,1382,2005,29036215,1500,3193162,1118,709,145000,32446,0,225000,0,60000,0,1703,2475000,65000,30147,35236853,35267000,0.8233,0.0,0.0905,0.0,0.0,0.0041,0.0009,0.0,0.0064,0.0,0.0017,0.0,0.0,0.0702,0.0018,0.0009,0.9991,Kenya,Africa,Eastern Africa
582,1383,2010,32402646,1300,4198090,1266,804,175000,42500,0,250000,0,77561,0,1929,2859459,133500,43053,40144055,40187108,0.8063,0.0,0.1045,0.0,0.0,0.0044,0.0011,0.0,0.0062,0.0,0.0019,0.0,0.0,0.0712,0.0033,0.0011,0.9989,Kenya,Africa,Eastern Africa
583,1389,1990,12378600,170,8050000,5072,100,210000,8100,0,102000,0,6200,0,14069,4697230,60000,103459,25531541,25635000,0.4829,0.0,0.314,0.0002,0.0,0.0082,0.0003,0.0,0.004,0.0,0.0002,0.0,0.0005,0.1832,0.0023,0.004,0.996,United Republic of Tanzania,Africa,Eastern Africa
584,1390,1995,15624860,194,9707840,6340,100,249961,9077,0,122223,0,6770,0,15779,4434094,89677,70085,30266915,30337000,0.515,0.0,0.32,0.0002,0.0,0.0082,0.0003,0.0,0.004,0.0,0.0002,0.0,0.0005,0.1462,0.003,0.0023,0.9977,United Republic of Tanzania,Africa,Eastern Africa
585,1391,2000,16989531,0,11730950,7608,101,289922,10055,0,105000,0,7340,0,17697,4175000,105000,78796,33438204,33517000,0.5069,0.0,0.35,0.0002,0.0,0.0086,0.0003,0.0,0.0031,0.0,0.0002,0.0,0.0005,0.1246,0.0031,0.0024,0.9976,United Republic of Tanzania,Africa,Eastern Africa
586,1392,2005,18595935,0,12657251,8522,113,279999,11251,0,120000,0,8784,0,19848,5200000,310000,167297,37211703,37379000,0.4975,0.0,0.3386,0.0002,0.0,0.0075,0.0003,0.0,0.0032,0.0,0.0002,0.0,0.0005,0.1391,0.0083,0.0045,0.9955,United Republic of Tanzania,Africa,Eastern Africa
587,1393,2010,20574501,0,15505201,9777,130,322500,12921,0,125000,0,9432,0,22784,5895000,385000,207757,42862247,43070004,0.4777,0.0,0.36,0.0002,0.0,0.0075,0.0003,0.0,0.0029,0.0,0.0002,0.0,0.0005,0.1369,0.0089,0.0048,0.9952,United Republic of Tanzania,Africa,Eastern Africa
588,1399,1990,4891200,0,105893,0,0,5000,0,0,4000,0,0,0,0,440000,3200,8707,5449293,5458000,0.8962,0.0,0.0194,0.0,0.0,0.0009,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0806,0.0006,0.0016,0.9984,Burundi,Africa,Eastern Africa
589,1400,1995,5424155,0,59820,0,0,5312,0,0,4708,0,0,0,0,472067,3613,12325,5969675,5982000,0.9067,0.0,0.01,0.0,0.0,0.0009,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0789,0.0006,0.0021,0.9979,Burundi,Africa,Eastern Africa
590,1401,2000,5623798,0,234324,0,0,5624,0,0,5416,0,0,0,0,675000,10500,140338,6554662,6695000,0.84,0.0,0.035,0.0,0.0,0.0008,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.1008,0.0016,0.021,0.979,Burundi,Africa,Eastern Africa
591,1402,2005,6632591,0,224601,0,0,6422,0,0,6184,0,0,0,0,675000,10350,1852,7555148,7557000,0.8777,0.0,0.0297,0.0,0.0,0.0008,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0893,0.0014,0.0002,0.9998,Burundi,Africa,Eastern Africa
