index,Year,Christianity - Protestants (Population),Christianity - Roman Catholics (Population),Christianity - Eastern Orthodox (Population),Christianity - Anglican (Population),Christianity - Others (Population),Christianity - Total (Population),Judaism - Orthodox (Population),Judaism - Conservatives (Population),Judaism - Reform (Population),Judaism - Others (Population),Judaism - Total (Population),Islam - Sunni (Population),Islam - Shi'a (Population),Islam - Ibadhi (Population),Islam - Nation of Islam (Population),Islam - Alawite (Population),Islam - Ahmadiyya (Population),Islam - Others (Population),Islam - Total (Population),Buddhism - Mahayana (Population),Buddhism - Theravada (Population),Buddhism - Others (Population),Buddhism - Total (Population),Zoroastrian - Total (Population),Hindu - Total (Population),Sike - Total (Population),Shinto - Total (Population),Baha'i - Total (Population),Taoism - Total (Population),Confucianism - Total (Population),Jain - Total (Population),Syncretic Religions - Total (Population),Animist - Total (Population),Non Religious - Total (Population),Other Religions - Total (Population),Total Religious - Total (Population),Population - Total (Population),Christianity - Protestants (Percent),Christianity - Roman Catholics (Percent),Christianity - Eastern Orthodox (Percent),Christianity - Anglican (Percent),Christianity - Others (Percent),Christianity - Total (Percent),Judaism - Orthodox (Percent),Judaism - Conservatives (Percent),Judaism - Reform (Percent),Judaism - Others (Percent),Judaism - Total (Percent),Islam - Sunni (Percent),Islam - Shi'a (Percent),Islam - Ibadhi (Percent),Islam - Nation of Islam (Percent),Islam - Alawite (Percent),Islam - Ahmadiyya (Percent),Islam - Others (Percent),Islam - Total (Percent),Buddhism - Mahayana (Percent),Buddhism - Theravada (Percent),Buddhism - Others (Percent),Buddhism - Total (Percent),Zoroastrian - Total (Percent),Hindu - Total (Percent),Sike - Total (Percent),Shinto - Total (Percent),Baha'i - Total (Percent),Taoism - Total (Percent),Confucianism - Total (Percent),Jain - Total (Percent),Syncretic Religions - Total (Percent),Animist - Total (Percent),Non Religious - Total (Percent),Other Religions - Total (Percent),Total Religious - Total (Percent),StateNme
464,1990,96000,2119600,12000,1200,34000,2262800,0,0,0.0,30500,30500,0,0,0,0,0,0,450.0,450,0,0,60,60,0,0,0,0,550,0,0,0,0,0,439000,360640,2733360,3094000,0.031,0.6851,0.0039,0.0004,0.011,0.7314,0.0,0.0,0.0,0.0099,0.0099,0.0,0.0,0.0,0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.1419,0.1166,0.8834,Uruguay
465,1995,83720,2202760,0,0,0,2286480,0,0,0.0,63720,63720,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798800,2350200,3149000,0.0266,0.6995,0.0,0.0,0.0,0.7261,0.0,0.0,0.0,0.0202,0.0202,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2537,0.7463,Uruguay
466,2000,95000,2311080,8833,400,54722,2470035,0,0,0.0,45873,45873,0,0,0,0,0,0,167.0,167,0,0,21,21,0,0,0,0,2452,0,0,0,0,0,631841,186611,3150389,3337000,0.0285,0.6926,0.0026,0.0001,0.0164,0.7402,0.0,0.0,0.0,0.0137,0.0137,0.0,0.0,0.0,0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.1893,0.0559,0.9441,Uruguay
467,2005,363660,1557126,16765,700,766992,2705243,0,0,0.0,9918,9918,0,0,0,0,0,0,1000.0,1000,0,0,32,32,0,0,0,0,4000,0,0,0,0,16,568632,17159,3288841,3306000,0.11,0.471,0.0051,0.0002,0.232,0.8183,0.0,0.0,0.0,0.003,0.003,0.0,0.0,0.0,0,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.172,0.0052,0.9948,Uruguay
468,2010,369234,1580995,17021,710,778749,2746709,0,0,0.0,10070,10070,0,0,0,0,0,0,1015.0,1015,0,0,32,32,0,0,0,0,4061,0,0,0,0,16,577348,17428,3339251,3356679,0.11,0.471,0.0051,0.0002,0.232,0.8183,0.0,0.0,0.0,0.003,0.003,0.0,0.0,0.0,0,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.172,0.0052,0.9948,Uruguay
469,1945,10306954,3541081,8348,29705800,2920297,46482480,0,0,0.0,387698,387698,0,0,0,0,0,0,129572.0,129572,0,0,121,121,0,18827,1748,0,242,0,181,0,60,0,2160883,188,49181812,49182000,0.2096,0.072,0.0002,0.604,0.0594,0.9451,0.0,0.0,0.0,0.0079,0.0079,0.0,0.0,0.0,0,0.0,0.0,0.0026,0.0026,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0439,0.0,1.0,United Kingdom
470,1950,10000000,3998664,30015,29590500,3728885,47348064,0,0,0.0,399866,399866,0,0,0,0,0,0,199933.0,199933,0,0,1002,1002,0,39987,10022,0,1002,0,500,0,500,0,2600650,14474,50601526,50616000,0.1976,0.079,0.0006,0.5846,0.0737,0.9354,0.0,0.0,0.0,0.0079,0.0079,0.0,0.0,0.0,0,0.0,0.0,0.0039,0.0039,0.0,0.0,0.0,0.0,0.0,0.0008,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0514,0.0003,0.9997,United Kingdom
471,1955,9227777,4277443,107906,29155815,4325142,47094083,0,0,0.0,412415,412415,0,0,0,0,0,0,308501.0,308501,0,0,8248,8248,0,84927,57446,0,4145,0,1375,0,4130,0,3125575,98155,51100845,51199000,0.1802,0.0835,0.0021,0.5695,0.0845,0.9198,0.0,0.0,0.0,0.0081,0.0081,0.0,0.0,0.0,0,0.0,0.0,0.006,0.006,0.0,0.0,0.0002,0.0002,0.0,0.0017,0.0011,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.061,0.0019,0.9981,United Kingdom
472,1960,8655555,4656221,185798,29221130,4801398,47520102,0,0,0.0,424965,424965,0,0,0,0,0,0,417069.0,417069,0,0,15494,15494,0,129867,104871,0,7288,0,2250,0,7761,0,3650499,91834,52280166,52372000,0.1653,0.0889,0.0035,0.558,0.0917,0.9074,0.0,0.0,0.0,0.0081,0.0081,0.0,0.0,0.0,0,0.0,0.0,0.008,0.008,0.0,0.0,0.0003,0.0003,0.0,0.0025,0.002,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0697,0.0018,0.9982,United Kingdom
473,1965,8283332,5435000,263689,29186445,5637655,48806121,0,0,0.0,437514,437514,0,0,0,0,0,0,525637.0,525637,0,0,22740,22740,0,174806,152295,0,10431,0,3125,0,11391,0,4175424,30516,54319484,54350000,0.1524,0.1,0.0049,0.537,0.1037,0.898,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0,0.0,0.0,0.0097,0.0097,0.0,0.0,0.0004,0.0004,0.0,0.0032,0.0028,0.0,0.0002,0.0,0.0001,0.0,0.0002,0.0,0.0768,0.0006,0.9994,United Kingdom
474,1970,7711109,5513131,341580,29051760,6674560,49292140,0,0,0.0,450063,450063,0,0,0,0,0,0,634205.0,634205,0,0,29986,29986,0,219746,199719,0,13574,0,4000,0,15021,0,4700348,73198,55558802,55632000,0.1386,0.0991,0.0061,0.5222,0.12,0.886,0.0,0.0,0.0,0.0081,0.0081,0.0,0.0,0.0,0,0.0,0.0,0.0114,0.0114,0.0,0.0,0.0005,0.0005,0.0,0.0039,0.0036,0.0,0.0002,0.0,0.0001,0.0,0.0003,0.0,0.0845,0.0013,0.9987,United Kingdom
475,1975,7082082,5412065,353290,28678820,7736835,49263092,0,0,0.0,458031,458031,0,0,0,0,0,0,732102.0,732102,0,0,75493,75493,0,299873,204859,0,14587,0,5883,0,14010,0,4872374,285696,55940304,56226000,0.126,0.0963,0.0063,0.5101,0.1376,0.8762,0.0,0.0,0.0,0.0081,0.0081,0.0,0.0,0.0,0,0.0,0.0,0.013,0.013,0.0,0.0,0.0013,0.0013,0.0,0.0053,0.0036,0.0,0.0003,0.0,0.0001,0.0,0.0002,0.0,0.0867,0.0051,0.9949,United Kingdom
476,1980,6453055,5311000,365000,27505880,9199112,48834047,0,0,0.0,466000,466000,0,0,0,0,0,10000,820000.0,830000,0,0,121000,121000,0,380000,210000,0,15600,0,7765,0,13000,0,5044400,408188,55921812,56330000,0.1146,0.0943,0.0065,0.4883,0.1633,0.8669,0.0,0.0,0.0,0.0083,0.0083,0.0,0.0,0.0,0,0.0,0.0002,0.0146,0.0147,0.0,0.0,0.0021,0.0021,0.0,0.0067,0.0037,0.0,0.0003,0.0,0.0001,0.0,0.0002,0.0,0.0896,0.0072,0.9928,United Kingdom
477,1985,5824027,5455500,355000,26732940,10237533,48605000,0,0,0.0,458000,458000,0,0,0,0,0,0,814000.0,814000,0,0,120500,120500,0,377500,217500,0,20800,0,9648,0,24000,0,5668500,369552,56315448,56685000,0.1027,0.0962,0.0063,0.4716,0.1806,0.8575,0.0,0.0,0.0,0.0081,0.0081,0.0,0.0,0.0,0,0.0,0.0,0.0144,0.0144,0.0,0.0,0.0021,0.0021,0.0,0.0067,0.0038,0.0,0.0004,0.0,0.0002,0.0,0.0004,0.0,0.1,0.0065,0.9935,United Kingdom
478,1990,5195000,5600000,345000,25960000,11398500,48498500,0,0,0.0,310000,310000,0,0,0,0,0,0,1050000.0,1050000,0,0,120000,120000,0,375000,225000,0,26000,0,11531,0,35000,6000,6498000,405969,57155031,57561000,0.0903,0.0973,0.006,0.451,0.198,0.8426,0.0,0.0,0.0,0.0054,0.0054,0.0,0.0,0.0,0,0.0,0.0,0.0182,0.0182,0.0,0.0,0.0021,0.0021,0.0,0.0065,0.0039,0.0,0.0005,0.0,0.0002,0.0,0.0006,0.0001,0.1129,0.0071,0.9929,United Kingdom
479,1995,4950700,5741500,357500,26050000,11804550,48904250,0,0,0.0,295603,295603,0,0,0,0,0,0,1459221.0,1459221,0,0,153245,153245,0,471355,271929,0,34384,0,13413,0,46679,14207,6895223,46491,58559509,58606000,0.0845,0.098,0.0061,0.4445,0.2014,0.8345,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0,0.0,0.0,0.0249,0.0249,0.0,0.0,0.0026,0.0026,0.0,0.008,0.0046,0.0,0.0006,0.0,0.0002,0.0,0.0008,0.0002,0.1177,0.0008,0.9992,United Kingdom
480,2000,4512000,5200000,299641,22546973,9899910,42458524,0,0,0.0,281207,281207,1627314,201128,0,0,0,0,0.0,1828442,0,0,186491,186491,4518,567710,318859,0,42769,0,15296,0,58359,22414,12870000,175411,58654589,58830000,0.0767,0.0884,0.0051,0.3833,0.1683,0.7217,0.0,0.0,0.0,0.0048,0.0048,0.0277,0.0034,0.0,0,0.0,0.0,0.0,0.0311,0.0,0.0,0.0032,0.0032,0.0001,0.0097,0.0054,0.0,0.0007,0.0,0.0003,0.0,0.001,0.0004,0.2188,0.003,0.997,United Kingdom
481,2005,4800000,4804912,279495,21169186,9935705,40989298,0,0,0.0,272103,272103,2015157,249064,0,0,0,0,0.0,2264221,0,0,217659,217659,4311,692355,370929,0,23895,2072,17648,0,142211,52098,14722500,466700,59771300,60238000,0.0797,0.0798,0.0046,0.3514,0.1649,0.6805,0.0,0.0,0.0,0.0045,0.0045,0.0335,0.0041,0.0,0,0.0,0.0,0.0,0.0376,0.0,0.0,0.0036,0.0036,0.0001,0.0115,0.0062,0.0,0.0004,0.0,0.0003,0.0,0.0024,0.0009,0.2444,0.0077,0.9923,United Kingdom
482,2010,4525200,4409825,259348,19791400,9971500,38957273,0,0,0.0,263000,263000,2403000,297000,0,0,0,0,0.0,2700000,0,0,248827,248827,4105,817000,423000,0,5021,4144,20000,0,226063,81782,16275000,2181661,60025215,62206876,0.0727,0.0709,0.0042,0.3182,0.1603,0.6263,0.0,0.0,0.0,0.0042,0.0042,0.0386,0.0048,0.0,0,0.0,0.0,0.0,0.0434,0.0,0.0,0.004,0.004,0.0001,0.0131,0.0068,0.0,0.0001,0.0001,0.0003,0.0,0.0036,0.0013,0.2616,0.0351,0.9649,United Kingdom
483,1945,32225,2781260,1158,124829,0,2939472,0,0,0.0,3835,3835,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,5411,2944589,2950000,0.0109,0.9428,0.0004,0.0423,0.0,0.9964,0.0,0.0,0.0,0.0013,0.0013,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0018,0.9982,Ireland
484,1950,40675,2767601,1223,117891,37152,2964542,0,0,0.0,3058,3058,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,178,2968822,2969000,0.0137,0.9322,0.0004,0.0397,0.0125,0.9985,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0001,0.9999,Ireland
485,1955,37188,2724120,1291,110954,31032,2904585,0,0,0.0,3156,3156,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,12095,2908905,2921000,0.0127,0.9326,0.0004,0.038,0.0106,0.9944,0.0,0.0,0.0,0.0011,0.0011,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0041,0.9959,Ireland
486,1960,25629,2686435,0,104016,0,2816080,0,0,0.0,3398,3398,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11328,1194,2830806,2832000,0.009,0.9486,0.0,0.0367,0.0,0.9944,0.0,0.0,0.0,0.0012,0.0012,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0004,0.9996,Ireland
487,1965,30214,2703440,1426,100535,18792,2854407,0,0,0.0,2945,2945,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6225,12423,2863577,2876000,0.0105,0.94,0.0005,0.035,0.0065,0.9925,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0043,0.9957,Ireland
488,1970,21698,2795666,0,97739,0,2915103,0,0,0.0,2680,2680,0,0,0,0,0,0,298.0,298,0,0,0,0,0,0,0,0,596,0,0,0,0,0,6254,53317,2924931,2978248,0.0073,0.9387,0.0,0.0328,0.0,0.9788,0.0,0.0,0.0,0.0009,0.0009,0.0,0.0,0.0,0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0021,0.0179,0.9821,Ireland
489,1975,26907,3000071,0,96519,8500,3131997,0,0,0.0,2360,2360,0,0,0,0,0,0,1973.0,1973,0,0,0,0,0,0,0,0,748,0,0,0,0,0,8398,31524,3145476,3177000,0.0085,0.9443,0.0,0.0304,0.0027,0.9858,0.0,0.0,0.0,0.0007,0.0007,0.0,0.0,0.0,0,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0026,0.0099,0.9901,Ireland
490,1980,32116,3204476,0,95300,17000,3348892,0,0,0.0,2040,2040,0,0,0,0,0,0,3649.0,3649,0,0,0,0,0,0,0,0,900,0,0,0,0,0,10543,34976,3366024,3401000,0.0094,0.9422,0.0,0.028,0.005,0.9847,0.0,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0,0,0.0,0.0,0.0011,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0031,0.0103,0.9897,Ireland
491,1985,25176,3216401,0,92250,0,3333827,0,0,0.0,1810,1810,0,0,0,0,0,0,5574.0,5574,0,0,0,0,0,0,0,0,450,0,0,0,0,0,38413,63331,3380074,3443405,0.0073,0.9341,0.0,0.0268,0.0,0.9682,0.0,0.0,0.0,0.0005,0.0005,0.0,0.0,0.0,0,0.0,0.0,0.0016,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0112,0.0184,0.9816,Ireland
492,1990,18236,3228327,0,89200,0,3335763,0,0,0.0,1581,1581,0,0,0,0,0,0,7500.0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66283,114592,3411127,3525719,0.0052,0.9157,0.0,0.0253,0.0,0.9461,0.0,0.0,0.0,0.0004,0.0004,0.0,0.0,0.0,0,0.0,0.0,0.0021,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188,0.0325,0.9675,Ireland
493,1995,40200,3268930,8946,93085,75307,3486468,0,0,0.0,1750,1750,0,0,0,0,0,0,15081.0,15081,0,0,726,726,0,2360,0,0,1219,0,0,0,2073,0,87769,3554,3597446,3601000,0.0112,0.9078,0.0025,0.0258,0.0209,0.9682,0.0,0.0,0.0,0.0005,0.0005,0.0,0.0,0.0,0,0.0,0.0,0.0042,0.0042,0.0,0.0,0.0002,0.0002,0.0,0.0007,0.0,0.0,0.0003,0.0,0.0,0.0,0.0006,0.0,0.0244,0.001,0.999,Ireland
494,2000,30213,3296947,9437,110035,82973,3529605,0,0,0.0,1865,1865,0,0,0,0,0,0,19163.0,19163,0,0,466,466,0,3767,0,0,1339,0,0,0,3916,1604,131669,36606,3693394,3730000,0.0081,0.8839,0.0025,0.0295,0.0222,0.9463,0.0,0.0,0.0,0.0005,0.0005,0.0,0.0,0.0,0,0.0,0.0,0.0051,0.0051,0.0,0.0,0.0001,0.0001,0.0,0.001,0.0,0.0,0.0004,0.0,0.0,0.0,0.001,0.0004,0.0353,0.0098,0.9902,Ireland
495,2005,35113,3586947,12176,122277,98639,3855152,0,0,0.0,2065,2065,0,0,0,0,0,0,27678.0,27678,0,0,521,521,0,4214,0,0,1446,0,0,0,4379,1789,181350,52406,4078594,4131000,0.0085,0.8683,0.0029,0.0296,0.0239,0.9332,0.0,0.0,0.0,0.0005,0.0005,0.0,0.0,0.0,0,0.0,0.0,0.0067,0.0067,0.0,0.0,0.0001,0.0001,0.0,0.001,0.0,0.0,0.0004,0.0,0.0,0.0,0.0011,0.0004,0.0439,0.0127,0.9873,Ireland
496,2010,31442,3861335,14205,134325,109000,4150307,0,0,0.0,1984,1984,0,0,0,0,0,0,25700.0,25700,0,0,781,781,0,0,0,0,1549,0,0,0,0,0,269811,12855,4450132,4462987,0.007,0.8652,0.0032,0.0301,0.0244,0.9299,0.0,0.0,0.0,0.0004,0.0004,0.0,0.0,0.0,0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0605,0.0029,0.9971,Ireland
497,1955,4530109,4304592,0,2240,1121745,9958686,0,0,0.0,14451,14451,0,0,0,0,0,0,22648.0,22648,0,0,1386,1386,0,0,0,0,1207,0,0,0,7562,0,742249,2811,10748189,10751000,0.4214,0.4004,0.0,0.0002,0.1043,0.9263,0.0,0.0,0.0,0.0013,0.0013,0.0,0.0,0.0,0,0.0,0.0,0.0021,0.0021,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0007,0.0,0.069,0.0003,0.9997,Netherlands
498,1955,4530109,4304592,0,2240,1121745,9958686,0,0,0.0,14451,14451,0,0,0,0,0,0,22648.0,22648,0,0,1386,1386,0,0,0,0,1207,0,0,0,7562,0,742249,2811,10748189,10751000,0.4214,0.4004,0.0,0.0002,0.1043,0.9263,0.0,0.0,0.0,0.0013,0.0013,0.0,0.0,0.0,0,0.0,0.0,0.0021,0.0021,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0007,0.0,0.069,0.0003,0.9997,Netherlands
499,1960,4583913,4634478,0,3472,1254558,10476421,0,0,0.0,14503,14503,0,0,0,0,0,0,35211.0,35211,0,0,2266,2266,0,0,0,0,1709,0,0,0,10080,0,919329,20481,11459519,11480000,0.3993,0.4037,0.0,0.0003,0.1093,0.9126,0.0,0.0,0.0,0.0013,0.0013,0.0,0.0,0.0,0,0.0,0.0,0.0031,0.0031,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0009,0.0,0.0801,0.0018,0.9982,Netherlands
500,1960,4583913,4634478,0,3472,1254558,10476421,0,0,0.0,14503,14503,0,0,0,0,0,0,35211.0,35211,0,0,2266,2266,0,0,0,0,1709,0,0,0,10080,0,919329,20481,11459519,11480000,0.3993,0.4037,0.0,0.0003,0.1093,0.9126,0.0,0.0,0.0,0.0013,0.0013,0.0,0.0,0.0,0,0.0,0.0,0.0031,0.0031,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0009,0.0,0.0801,0.0018,0.9982,Netherlands
501,1965,4637716,4906670,0,4704,1387371,10936461,0,0,0.0,22303,22303,0,0,0,0,0,0,47775.0,47775,0,0,3147,3147,0,0,0,0,2210,0,0,0,12599,0,1096408,171097,12120903,12292000,0.3773,0.3992,0.0,0.0004,0.1129,0.8897,0.0,0.0,0.0,0.0018,0.0018,0.0,0.0,0.0,0,0.0,0.0,0.0039,0.0039,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.001,0.0,0.0892,0.0139,0.9861,Netherlands
502,1965,4637716,4906670,0,4704,1387371,10936461,0,0,0.0,22303,22303,0,0,0,0,0,0,47775.0,47775,0,0,3147,3147,0,0,0,0,2210,0,0,0,12599,0,1096408,171097,12120903,12292000,0.3773,0.3992,0.0,0.0004,0.1129,0.8897,0.0,0.0,0.0,0.0018,0.0018,0.0,0.0,0.0,0,0.0,0.0,0.0039,0.0039,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.001,0.0,0.0892,0.0139,0.9861,Netherlands
503,1970,4691520,4995336,0,5936,1520183,11212975,0,0,0.0,30104,30104,0,0,0,0,0,0,60338.0,60338,0,0,4027,4027,0,1006,0,0,2711,0,0,0,15117,0,1273487,432235,12599765,13032000,0.36,0.3833,0.0,0.0005,0.1167,0.8604,0.0,0.0,0.0,0.0023,0.0023,0.0,0.0,0.0,0,0.0,0.0,0.0046,0.0046,0.0,0.0,0.0003,0.0003,0.0,0.0001,0.0,0.0,0.0002,0.0,0.0,0.0,0.0012,0.0,0.0977,0.0332,0.9668,Netherlands
504,1970,4691520,4995336,0,5936,1520183,11212975,0,0,0.0,30104,30104,0,0,0,0,0,0,60338.0,60338,0,0,4027,4027,0,1006,0,0,2711,0,0,0,15117,0,1273487,432235,12599765,13032000,0.36,0.3833,0.0,0.0005,0.1167,0.8604,0.0,0.0,0.0,0.0023,0.0023,0.0,0.0,0.0,0,0.0,0.0,0.0046,0.0046,0.0,0.0,0.0003,0.0003,0.0,0.0001,0.0,0.0,0.0002,0.0,0.0,0.0,0.0012,0.0,0.0977,0.0332,0.9668,Netherlands
505,1975,4583310,5084002,0,7168,1638030,11312510,0,0,0.0,31052,31052,0,0,0,0,0,0,101169.0,101169,0,0,4113,4113,0,20755,0,0,2905,0,0,0,14058,0,1682128,484310,13168690,13653000,0.3357,0.3724,0.0,0.0005,0.12,0.8286,0.0,0.0,0.0,0.0023,0.0023,0.0,0.0,0.0,0,0.0,0.0,0.0074,0.0074,0.0,0.0,0.0003,0.0003,0.0,0.0015,0.0,0.0,0.0002,0.0,0.0,0.0,0.001,0.0,0.1232,0.0355,0.9645,Netherlands
506,1975,4583310,5084002,0,7168,1638030,11312510,0,0,0.0,31052,31052,0,0,0,0,0,0,101169.0,101169,0,0,4113,4113,0,20755,0,0,2905,0,0,0,14058,0,1682128,484310,13168690,13653000,0.3357,0.3724,0.0,0.0005,0.12,0.8286,0.0,0.0,0.0,0.0023,0.0023,0.0,0.0,0.0,0,0.0,0.0,0.0074,0.0074,0.0,0.0,0.0003,0.0003,0.0,0.0015,0.0,0.0,0.0002,0.0,0.0,0.0,0.001,0.0,0.1232,0.0355,0.9645,Netherlands
507,1980,4475100,5172668,7200,8400,1755877,11419245,0,0,0.0,32000,32000,0,0,0,0,0,400,141600.0,142000,0,0,4200,4200,0,40503,0,0,3100,0,0,0,13000,0,2090769,399183,13744817,14144000,0.3164,0.3657,0.0005,0.0006,0.1241,0.8074,0.0,0.0,0.0,0.0023,0.0023,0.0,0.0,0.0,0,0.0,0.0,0.01,0.01,0.0,0.0,0.0003,0.0003,0.0,0.0029,0.0,0.0,0.0002,0.0,0.0,0.0,0.0009,0.0,0.1478,0.0282,0.9718,Netherlands
508,1980,4475100,5172668,7200,8400,1755877,11419245,0,0,0.0,32000,32000,0,0,0,0,0,400,141600.0,142000,0,0,4200,4200,0,40503,0,0,3100,0,0,0,13000,0,2090769,399183,13744817,14144000,0.3164,0.3657,0.0005,0.0006,0.1241,0.8074,0.0,0.0,0.0,0.0023,0.0023,0.0,0.0,0.0,0,0.0,0.0,0.01,0.01,0.0,0.0,0.0003,0.0003,0.0,0.0029,0.0,0.0,0.0002,0.0,0.0,0.0,0.0009,0.0,0.1478,0.0282,0.9718,Netherlands
509,1985,4277550,5261334,6900,8400,1873723,11427907,0,0,0.0,29000,29000,0,0,0,0,0,0,338000.0,338000,0,0,36000,36000,0,60252,0,0,3450,0,0,0,9500,0,2499410,80481,14403519,14484000,0.2953,0.3633,0.0005,0.0006,0.1294,0.789,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0,0.0,0.0,0.0233,0.0233,0.0,0.0,0.0025,0.0025,0.0,0.0042,0.0,0.0,0.0002,0.0,0.0,0.0,0.0007,0.0,0.1726,0.0056,0.9944,Netherlands
510,1985,4277550,5261334,6900,8400,1873723,11427907,0,0,0.0,29000,29000,0,0,0,0,0,0,338000.0,338000,0,0,36000,36000,0,60252,0,0,3450,0,0,0,9500,0,2499410,80481,14403519,14484000,0.2953,0.3633,0.0005,0.0006,0.1294,0.789,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0,0.0,0.0,0.0233,0.0233,0.0,0.0,0.0025,0.0025,0.0,0.0042,0.0,0.0,0.0002,0.0,0.0,0.0,0.0007,0.0,0.1726,0.0056,0.9944,Netherlands
511,1990,4080000,5300000,6600,8400,1951000,11346000,0,0,0.0,26000,26000,0,0,0,0,0,0,533000.0,533000,0,0,48000,48000,50,80000,0,0,3800,0,0,0,6000,580,2908051,519,14951481,14952000,0.2729,0.3545,0.0004,0.0006,0.1305,0.7588,0.0,0.0,0.0,0.0017,0.0017,0.0,0.0,0.0,0,0.0,0.0,0.0356,0.0356,0.0,0.0,0.0032,0.0032,0.0,0.0054,0.0,0.0,0.0003,0.0,0.0,0.0,0.0004,0.0,0.1945,0.0,1.0,Netherlands
