index,Year,Christianity - Protestants (Population),Christianity - Roman Catholics (Population),Christianity - Eastern Orthodox (Population),Christianity - Anglican (Population),Christianity - Others (Population),Christianity - Total (Population),Judaism - Orthodox (Population),Judaism - Conservatives (Population),Judaism - Reform (Population),Judaism - Others (Population),Judaism - Total (Population),Islam - Sunni (Population),Islam - Shi'a (Population),Islam - Ibadhi (Population),Islam - Nation of Islam (Population),Islam - Alawite (Population),Islam - Ahmadiyya (Population),Islam - Others (Population),Islam - Total (Population),Buddhism - Mahayana (Population),Buddhism - Theravada (Population),Buddhism - Others (Population),Buddhism - Total (Population),Zoroastrian - Total (Population),Hindu - Total (Population),Sike - Total (Population),Shinto - Total (Population),Baha'i - Total (Population),Taoism - Total (Population),Confucianism - Total (Population),Jain - Total (Population),Syncretic Religions - Total (Population),Animist - Total (Population),Non Religious - Total (Population),Other Religions - Total (Population),Total Religious - Total (Population),Population - Total (Population),Christianity - Protestants (Percent),Christianity - Roman Catholics (Percent),Christianity - Eastern Orthodox (Percent),Christianity - Anglican (Percent),Christianity - Others (Percent),Christianity - Total (Percent),Judaism - Orthodox (Percent),Judaism - Conservatives (Percent),Judaism - Reform (Percent),Judaism - Others (Percent),Judaism - Total (Percent),Islam - Sunni (Percent),Islam - Shi'a (Percent),Islam - Ibadhi (Percent),Islam - Nation of Islam (Percent),Islam - Alawite (Percent),Islam - Ahmadiyya (Percent),Islam - Others (Percent),Islam - Total (Percent),Buddhism - Mahayana (Percent),Buddhism - Theravada (Percent),Buddhism - Others (Percent),Buddhism - Total (Percent),Zoroastrian - Total (Percent),Hindu - Total (Percent),Sike - Total (Percent),Shinto - Total (Percent),Baha'i - Total (Percent),Taoism - Total (Percent),Confucianism - Total (Percent),Jain - Total (Percent),Syncretic Religions - Total (Percent),Animist - Total (Percent),Non Religious - Total (Percent),Other Religions - Total (Percent),Total Religious - Total (Percent),StateNme
1143,1965,1150,8080,62,1837,1868,12997,0,0,0.0,0,0,0,0,0,0,0,0,330000.0,330000,0,0,0,0,0,101,0,0,4000,0,0,0,0,55000,1777,125,403875,404000,0.0028,0.02,0.0002,0.0045,0.0046,0.0322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8168,0.8168,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0099,0.0,0.0,0.0,0.0,0.1361,0.0044,0.0003,0.9997,Gambia
1144,1970,1589,9369,101,2014,1503,14576,0,0,0.0,0,0,0,0,0,0,0,0,385214.0,385214,0,0,0,0,0,101,0,0,4126,0,0,0,0,55963,2011,9,461991,462000,0.0034,0.0203,0.0002,0.0044,0.0033,0.0315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8338,0.8338,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0089,0.0,0.0,0.0,0.0,0.1211,0.0044,0.0,1.0,Gambia
1145,1975,2194,11444,163,2207,2339,18347,0,0,0.0,0,0,0,0,0,0,0,0,438160.0,438160,0,0,0,0,0,100,0,0,4613,0,0,0,0,58931,2752,1097,522903,524000,0.0042,0.0218,0.0003,0.0042,0.0045,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8362,0.8362,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0088,0.0,0.0,0.0,0.0,0.1125,0.0053,0.0021,0.9979,Gambia
1146,1980,2800,13500,226,2400,3174,22100,0,0,0.0,0,0,0,0,0,0,0,400,506450.0,506850,0,0,0,0,0,100,0,0,5100,0,0,0,0,61900,3423,1527,599473,601000,0.0047,0.0225,0.0004,0.004,0.0053,0.0368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0007,0.8427,0.8433,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0085,0.0,0.0,0.0,0.0,0.103,0.0057,0.0025,0.9975,Gambia
1147,1985,2750,17950,288,2500,7750,31238,0,0,0.0,0,0,0,0,0,0,0,0,667500.0,667500,0,0,0,0,0,120,0,0,5450,0,0,0,0,38750,4259,27683,747317,775000,0.0035,0.0232,0.0004,0.0032,0.01,0.0403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8613,0.8613,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.05,0.0055,0.0357,0.9643,Gambia
1148,1990,2700,22400,350,2600,9210,37260,0,0,0.0,0,0,0,0,0,0,0,0,790760.0,790760,0,0,0,0,0,140,0,0,5800,0,0,0,0,81500,5300,240,920760,921000,0.0029,0.0243,0.0004,0.0028,0.01,0.0405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8586,0.8586,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0063,0.0,0.0,0.0,0.0,0.0885,0.0058,0.0003,0.9997,Gambia
1149,1995,4279,26272,436,2709,11110,44806,0,0,0.0,0,0,0,0,0,0,0,0,990900.0,990900,0,0,0,0,0,175,0,0,8257,0,0,0,0,55550,6594,4718,1106282,1111000,0.0039,0.0236,0.0004,0.0024,0.01,0.0403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8919,0.8919,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0074,0.0,0.0,0.0,0.0,0.05,0.0059,0.0042,0.9958,Gambia
1150,2000,6583,29350,587,3167,0,39687,0,0,0.0,0,0,1161450,13050,0,0,0,0,0.0,1174500,0,0,0,0,0,211,0,0,9200,0,0,0,0,66200,7888,7314,1297686,1305000,0.005,0.0225,0.0004,0.0024,0.0,0.0304,0.0,0.0,0.0,0.0,0.0,0.89,0.01,0.0,0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0507,0.006,0.0056,0.9944,Gambia
1151,2005,7576,33776,676,3645,0,45673,0,0,0.0,0,0,1285000,14360,0,0,0,0,0.0,1299360,0,0,0,0,0,236,0,0,9500,0,0,0,0,70200,8711,2320,1433680,1436000,0.0053,0.0235,0.0005,0.0025,0.0,0.0318,0.0,0.0,0.0,0.0,0.0,0.8948,0.01,0.0,0,0.0,0.0,0.0,0.9048,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0066,0.0,0.0,0.0,0.0,0.0489,0.0061,0.0016,0.9984,Gambia
1152,2010,12500,56240,980,5200,0,74920,0,0,0.0,0,0,1531158,17204,0,0,0,0,0.0,1548362,0,0,0,0,0,279,0,0,9200,0,0,0,0,75000,8900,3742,1716661,1720403,0.0073,0.0327,0.0006,0.003,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.89,0.01,0.0,0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0053,0.0,0.0,0.0,0.0,0.0436,0.0052,0.0022,0.9978,Gambia
1153,1960,10529,37805,0,0,2804,51138,0,0,0.0,0,0,0,0,0,0,0,0,3310500.0,3310500,0,0,0,0,0,0,0,0,236,0,0,0,0,923000,2903,87223,4287777,4375000,0.0024,0.0086,0.0,0.0,0.0006,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.7567,0.7567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.211,0.0007,0.0199,0.9801,Mali
1154,1965,13887,45760,0,0,3352,62999,0,0,0.0,0,0,0,0,0,0,0,0,3703200.0,3703200,0,0,0,0,0,0,0,0,307,0,0,0,0,883860,3492,142,4653858,4654000,0.003,0.0098,0.0,0.0,0.0007,0.0135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.7957,0.7957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1899,0.0008,0.0,1.0,Mali
1155,1970,18317,55388,0,0,3906,77611,0,0,0.0,0,0,0,0,0,0,0,0,4400377.0,4400377,0,0,0,0,0,0,0,0,400,0,0,0,0,999735,4201,1676,5482324,5484000,0.0033,0.0101,0.0,0.0,0.0007,0.0142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8024,0.8024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1823,0.0008,0.0003,0.9997,Mali
1156,1975,24158,72624,0,0,0,96782,0,0,0.0,0,0,0,0,0,0,0,0,5000000.0,5000000,0,0,0,0,0,0,0,0,520,0,0,0,0,495000,4700,16998,5597002,5614000,0.0043,0.0129,0.0,0.0,0.0,0.0172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8906,0.8906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0882,0.0008,0.003,0.997,Mali
1157,1980,30000,90000,0,0,61800,181800,0,0,0.0,0,0,0,0,0,0,0,0,6312550.0,6312550,0,0,0,0,0,0,0,0,640,0,0,0,0,593100,6080,830,7094170,7095000,0.0042,0.0127,0.0,0.0,0.0087,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8897,0.8897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0836,0.0009,0.0001,0.9999,Mali
1158,1985,44500,93350,0,0,31050,168900,0,0,0.0,0,0,0,0,0,0,0,0,6630740.0,6630740,0,0,0,0,0,0,0,0,770,0,0,0,0,680940,7314,77336,7488664,7566000,0.0059,0.0123,0.0,0.0,0.0041,0.0223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8764,0.8764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.09,0.001,0.0102,0.9898,Mali
1159,1990,59000,96700,0,0,300,156000,0,0,0.0,0,0,0,0,0,0,0,0,7163200.0,7163200,0,0,0,0,0,0,0,0,900,0,0,0,0,826245,8800,855,8155145,8156000,0.0072,0.0119,0.0,0.0,0.0,0.0191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8783,0.8783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1013,0.0011,0.0001,0.9999,Mali
1160,1995,64775,152826,0,0,5338,222939,0,0,0.0,0,0,0,0,0,0,0,0,9557550.0,9557550,0,0,0,0,0,0,0,0,904,0,0,0,0,971550,10586,31471,10763529,10795000,0.006,0.0142,0.0,0.0,0.0005,0.0207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8854,0.8854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.09,0.001,0.0029,0.9971,Mali
1161,2000,88400,280500,0,0,0,368900,0,0,0.0,0,0,9975000,105350,0,0,0,0,0.0,10080350,0,0,0,0,0,0,0,0,909,0,0,0,0,770000,12373,1468,11232532,11234000,0.0079,0.025,0.0,0.0,0.0,0.0328,0.0,0.0,0.0,0.0,0.0,0.8879,0.0094,0.0,0,0.0,0.0,0.0,0.8973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0685,0.0011,0.0001,0.9999,Mali
1162,2005,74146,251065,0,0,0,325211,0,0,0.0,0,0,10550000,57200,0,0,0,0,0.0,10607200,0,0,0,0,0,0,0,0,869,0,0,0,0,750000,11500,37220,11694780,11732000,0.0063,0.0214,0.0,0.0,0.0,0.0277,0.0,0.0,0.0,0.0,0.0,0.8992,0.0049,0.0,0,0.0,0.0,0.0,0.9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0639,0.001,0.0032,0.9968,Mali
1163,2010,92809,314259,0,0,0,407068,0,0,0.0,0,0,12619133,135689,0,0,0,0,0.0,12754822,0,0,0,0,0,0,0,0,750,0,0,0,0,379930,25200,1191,13567770,13568961,0.0068,0.0232,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.93,0.01,0.0,0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.028,0.0019,0.0001,0.9999,Mali
1164,1960,2472,143265,0,62,2363,148162,0,0,0.0,0,0,1225792,0,0,0,0,0,1386147.0,2611939,0,0,248,248,0,0,0,0,1469,0,0,0,3,651380,79760,85039,3492961,3578000,0.0007,0.04,0.0,0.0,0.0007,0.0414,0.0,0.0,0.0,0.0,0.0,0.3426,0.0,0.0,0,0.0,0.0,0.3874,0.73,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.1821,0.0223,0.0238,0.9762,Senegal
1165,1965,3294,167752,0,81,13271,184398,0,0,0.0,0,0,1818156,0,0,0,0,0,1121093.0,2939249,0,0,303,303,0,0,0,0,2073,0,0,0,5,705420,70367,17185,3901815,3919000,0.0008,0.0428,0.0,0.0,0.0034,0.0471,0.0,0.0,0.0,0.0,0.0,0.4639,0.0,0.0,0,0.0,0.0,0.2861,0.75,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.18,0.018,0.0044,0.9956,Senegal
1166,1970,4390,196426,0,107,28577,229500,0,0,0.0,0,0,2696780,0,0,0,0,0,950000.0,3646780,0,0,371,371,0,0,0,0,2576,0,0,0,8,356316,60973,99476,4296524,4396000,0.001,0.0447,0.0,0.0,0.0065,0.0522,0.0,0.0,0.0,0.0,0.0,0.6135,0.0,0.0,0,0.0,0.0,0.2161,0.8296,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0811,0.0139,0.0226,0.9774,Senegal
1167,1975,5120,213213,0,123,39108,257564,0,0,0.0,0,0,3348390,0,0,0,0,0,929249.0,4277639,0,0,453,453,0,0,0,0,2888,0,0,0,15,370857,51580,13004,4960996,4974000,0.001,0.0429,0.0,0.0,0.0079,0.0518,0.0,0.0,0.0,0.0,0.0,0.6732,0.0,0.0,0,0.0,0.0,0.1868,0.86,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0746,0.0104,0.0026,0.9974,Senegal
1168,1980,5850,230000,0,140,49640,285630,0,0,0.0,0,0,4000000,0,0,0,0,0,952910.0,4952910,0,0,555,555,0,0,0,0,3200,0,0,0,25,385398,42187,23095,5669905,5693000,0.001,0.0404,0.0,0.0,0.0087,0.0502,0.0,0.0,0.0,0.0,0.0,0.7026,0.0,0.0,0,0.0,0.0,0.1674,0.87,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0677,0.0074,0.0041,0.9959,Senegal
1169,1985,6675,281500,0,145,31680,320000,0,0,0.0,0,0,5903000,0,0,0,0,0,215120.0,6118120,0,0,678,678,0,0,0,0,8100,0,0,0,43,414480,32793,13786,6894214,6908000,0.001,0.0407,0.0,0.0,0.0046,0.0463,0.0,0.0,0.0,0.0,0.0,0.8545,0.0,0.0,0,0.0,0.0,0.0311,0.8857,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.06,0.0047,0.002,0.998,Senegal
1170,1990,7500,333000,0,150,59350,400000,0,0,0.0,0,0,6000000,0,0,0,0,0,407000.0,6407000,0,0,830,830,0,0,0,0,12000,0,0,0,73,450000,23400,4697,7293303,7298000,0.001,0.0456,0.0,0.0,0.0081,0.0548,0.0,0.0,0.0,0.0,0.0,0.8221,0.0,0.0,0,0.0,0.0,0.0558,0.8779,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0617,0.0032,0.0006,0.9994,Senegal
1171,1995,8073,402317,0,164,1444,411998,0,0,0.0,0,0,6067756,0,0,0,0,0,1261073.0,7328829,0,0,1015,1015,0,0,0,0,15602,0,0,0,124,490820,20441,78171,8268829,8347000,0.001,0.0482,0.0,0.0,0.0002,0.0494,0.0,0.0,0.0,0.0,0.0,0.7269,0.0,0.0,0,0.0,0.0,0.1511,0.878,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0588,0.0024,0.0094,0.9906,Senegal
1172,2000,7431,370327,0,0,0,377758,0,0,0.0,0,0,8757330,94810,0,0,0,0,0.0,8852140,0,0,1242,1242,0,0,0,0,16100,0,0,0,212,175000,15200,43348,9437652,9481000,0.0008,0.0391,0.0,0.0,0.0,0.0398,0.0,0.0,0.0,0.0,0.0,0.9237,0.01,0.0,0,0.0,0.0,0.0,0.9337,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0185,0.0016,0.0046,0.9954,Senegal
1173,2005,8536,425383,0,0,0,433919,0,0,0.0,0,0,10050640,108480,0,0,0,0,0.0,10159120,0,0,1300,1300,0,0,0,0,15200,0,0,0,360,216960,16700,4441,10843559,10848000,0.0008,0.0392,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.9265,0.01,0.0,0,0.0,0.0,0.0,0.9365,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.02,0.0015,0.0004,0.9996,Senegal
1174,2010,21278,400067,0,0,0,421345,0,0,0.0,0,0,11221712,124357,0,0,0,0,0.0,11346069,0,0,1631,1631,0,0,0,0,23201,0,0,0,387,241681,20144,29640,12054458,12084098,0.0018,0.0331,0.0,0.0,0.0,0.0349,0.0,0.0,0.0,0.0,0.0,0.9286,0.0103,0.0,0,0.0,0.0,0.0,0.9389,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.02,0.0017,0.0025,0.9975,Senegal
1175,1960,53000,252000,0,0,33401,338401,0,0,0.0,0,0,0,0,0,0,0,0,279000.0,279000,0,0,0,0,0,0,0,0,1814,0,0,0,0,1615380,113,2292,2234708,2237000,0.0237,0.1127,0.0,0.0,0.0149,0.1513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1247,0.1247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.7221,0.0001,0.001,0.999,Benin
1176,1965,30000,240000,0,0,46746,316746,0,0,0.0,0,0,0,0,0,0,0,0,270000.0,270000,0,0,0,0,0,0,0,0,2422,0,0,0,0,1567519,255,5058,2156942,2162000,0.0139,0.111,0.0,0.0,0.0216,0.1465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1249,0.1249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.725,0.0001,0.0023,0.9977,Benin
1177,1970,50011,375573,0,0,65423,491007,0,0,0.0,0,0,0,0,0,0,0,0,380520.0,380520,0,0,0,0,0,0,0,0,3234,0,0,0,0,1841564,573,1102,2716898,2718000,0.0184,0.1382,0.0,0.0,0.0241,0.1807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.6775,0.0002,0.0004,0.9996,Benin
1178,1975,66855,495236,0,0,91561,653652,0,0,0.0,0,0,0,0,0,0,0,0,368860.0,368860,0,0,0,0,0,0,0,0,4317,0,0,0,0,2075040,1286,8845,3103155,3112000,0.0215,0.1591,0.0,0.0,0.0294,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1185,0.1185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.6668,0.0004,0.0028,0.9972,Benin
1179,1980,83700,614900,0,0,117700,816300,0,0,0.0,0,0,0,0,0,0,0,400,356800.0,357200,0,0,0,0,0,0,0,0,5400,0,0,0,0,2204920,2000,76180,3385820,3462000,0.0242,0.1776,0.0,0.0,0.034,0.2358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0001,0.1031,0.1032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.6369,0.0006,0.022,0.978,Benin
1180,1985,160325,690030,0,0,164395,1014750,0,0,0.0,0,0,0,0,0,0,0,0,487080.0,487080,0,0,0,0,0,0,0,0,6700,0,0,0,0,2546170,4200,100,4058900,4059000,0.0395,0.17,0.0,0.0,0.0405,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.6273,0.001,0.0,1.0,Benin
1181,1990,236950,930000,0,0,139970,1306920,0,0,0.0,0,0,0,0,0,0,0,0,870000.0,870000,0,0,0,0,0,0,0,0,8000,0,0,0,0,2522300,7200,24580,4714420,4739000,0.05,0.1962,0.0,0.0,0.0295,0.2758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1836,0.1836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.5322,0.0015,0.0052,0.9948,Benin
1182,1995,358840,1271170,0,0,207265,1837275,0,0,0.0,0,0,0,0,0,0,0,0,1190640.0,1190640,0,0,0,0,0,0,0,0,7902,0,0,0,0,2308085,11108,56990,5355010,5412000,0.0663,0.2349,0.0,0.0,0.0383,0.3395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.4265,0.0021,0.0105,0.9895,Benin
1183,2000,328176,1670084,0,0,636833,2635093,0,0,0.0,0,0,1475691,30116,0,0,0,0,0.0,1505807,0,0,0,0,0,0,0,0,7804,0,0,0,0,1750000,125000,73296,6023704,6097000,0.0538,0.2739,0.0,0.0,0.1045,0.4322,0.0,0.0,0.0,0.0,0.0,0.242,0.0049,0.0,0,0.0,0.0,0.0,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.287,0.0205,0.012,0.988,Benin
1184,2005,581000,1985000,0,0,595071,3161071,0,0,0.0,0,0,1624048,68185,0,0,0,0,0.0,1692233,0,0,0,0,0,6198,0,0,10057,0,0,0,0,2230000,283500,11941,7383059,7395000,0.0786,0.2684,0.0,0.0,0.0805,0.4275,0.0,0.0,0.0,0.0,0.0,0.2196,0.0092,0.0,0,0.0,0.0,0.0,0.2288,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.3016,0.0383,0.0016,0.9984,Benin
1185,2010,735000,2145000,8906,3488,622000,3514394,0,0,0.0,0,0,2304686,21029,0,0,0,0,0.0,2325715,0,0,0,0,0,0,0,0,2458,0,0,0,0,2495000,293352,155077,8630919,8785996,0.0837,0.2441,0.001,0.0004,0.0708,0.4,0.0,0.0,0.0,0.0,0.0,0.2623,0.0024,0.0,0,0.0,0.0,0.0,0.2647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.284,0.0334,0.0177,0.9823,Benin
1186,1960,29,5830,0,0,9,5868,0,0,0.0,0,0,0,0,0,0,0,0,981090.0,981090,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,3961,987039,991000,0.0,0.0059,0.0,0.0,0.0,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.996,Mauritania
1187,1965,35,6220,0,0,2,6257,0,0,0.0,0,0,0,0,0,0,0,0,1085040.0,1085040,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,4609,1091391,1096000,0.0,0.0057,0.0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.9958,Mauritania
1188,1970,43,6630,0,0,1,6674,0,0,0.0,0,0,0,0,0,0,0,0,1212494.0,1212494,0,0,0,0,0,0,0,0,108,0,0,0,0,1077,646,1,1220999,1221000,0.0,0.0054,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.993,0.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0009,0.0005,0.0,1.0,Mauritania
1189,1975,51,6315,0,0,750,7116,0,0,0.0,0,0,0,0,0,0,0,0,1343580.0,1343580,0,0,0,0,0,0,0,0,124,0,0,0,0,13710,723,5747,1365253,1371000,0.0,0.0046,0.0,0.0,0.0005,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.01,0.0005,0.0042,0.9958,Mauritania
1190,1980,60,6000,0,0,1500,7560,0,0,0.0,0,0,0,0,0,0,0,0,1519980.0,1519980,0,0,0,0,0,0,0,0,140,0,0,0,0,15510,800,7010,1543990,1551000,0.0,0.0039,0.0,0.0,0.001,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.01,0.0005,0.0045,0.9955,Mauritania
1191,1985,230,5500,0,0,2515,8245,0,0,0.0,0,0,0,0,0,0,0,0,1730680.0,1730680,0,0,0,0,0,0,0,0,145,0,0,0,0,17660,1500,7770,1758230,1766000,0.0001,0.0031,0.0,0.0,0.0014,0.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.01,0.0008,0.0044,0.9956,Mauritania
1192,1990,400,5000,0,0,3530,8930,0,0,0.0,0,0,0,0,0,0,0,0,1972970.0,1972970,0,0,0,0,0,0,0,0,150,0,0,0,0,11000,2200,7750,1995250,2003000,0.0002,0.0025,0.0,0.0,0.0018,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.985,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0055,0.0011,0.0039,0.9961,Mauritania
1193,1995,477,4769,0,0,2842,8088,0,0,0.0,0,0,0,0,0,0,0,0,2261160.0,2261160,0,0,0,0,0,0,0,0,208,0,0,0,0,12042,2415,87,2283913,2284000,0.0002,0.0021,0.0,0.0,0.0012,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0053,0.0011,0.0,1.0,Mauritania
