,year,country,gdp,un_region,hdi,conflict_present,religion,relig_pop
318,2010,Bulgaria,50689051382.4361,Europe,0.79,0.0,Christianity,6206119
319,1995,Republic Of Moldova,1752999370.46158,Europe,0.0,0.0,Christianity,4122440
320,2000,Republic Of Moldova,1288429391.79951,Europe,0.655,0.0,Christianity,4125000
321,2005,Republic Of Moldova,2988342907.03096,Europe,0.0,0.0,Christianity,3318141
322,2010,Republic Of Moldova,6974982369.60155,Europe,0.716,0.0,Christianity,2925500
323,1990,Romania,38247882300.4904,Europe,0.709,0.0,Christianity,21180551
324,1995,Romania,37430162102.6125,Europe,0.0,0.0,Christianity,21446333
325,2000,Romania,37253739511.1273,Europe,0.721,0.0,Christianity,21984877
326,2005,Romania,98454380120.0761,Europe,0.0,0.0,Christianity,21407729
327,2010,Romania,170064350671.827,Europe,0.813,0.0,Christianity,20899522
328,1990,Russian Federation,517014446227.929,Europe,0.741,1.0,Christianity,68566005
329,1995,Russian Federation,395537185734.854,Europe,0.0,1.0,Christianity,32225158
330,2000,Russian Federation,259710142196.943,Europe,0.733,1.0,Christianity,105985210
331,2005,Russian Federation,764015973481.11,Europe,0.0,1.0,Christianity,103229800
332,2010,Russian Federation,1524916715223.95,Europe,0.797,1.0,Christianity,105697556
333,1995,Estonia,4502970889.06373,Europe,0.0,0.0,Christianity,647267
334,2000,Estonia,5686579747.53524,Europe,0.798,0.0,Christianity,401015
335,2005,Estonia,14109491356.7964,Europe,0.0,0.0,Christianity,390579
336,2010,Estonia,19524355419.038,Europe,0.864,0.0,Christianity,380141
337,1995,Latvia,5608208784.9401,Europe,0.0,0.0,Christianity,1359175
338,2000,Latvia,7761252607.18424,Europe,0.761,0.0,Christianity,1285590
339,2005,Latvia,16306935905.4138,Europe,0.0,0.0,Christianity,1324373
340,2010,Latvia,23468324572.3343,Europe,0.827,0.0,Christianity,1772369
341,1995,Lithuania,7921210339.58439,Europe,0.0,0.0,Christianity,3172884
342,2000,Lithuania,11550695727.2335,Europe,0.769,0.0,Christianity,3115606
343,2005,Lithuania,26105207115.3129,Europe,0.0,0.0,Christianity,2935356
344,2010,Lithuania,36638128534.0643,Europe,0.846,0.0,Christianity,2755107
345,1995,Ukraine,48213856468.5718,Europe,0.0,0.0,Christianity,39860991
346,2000,Ukraine,32375083934.8241,Europe,0.698,0.0,Christianity,41626200
347,2005,Ukraine,89238865118.5263,Europe,0.0,0.0,Christianity,39703750
348,2010,Ukraine,141209170427.233,Europe,0.766,0.0,Christianity,39196664
349,1995,Belarus,13972683273.5692,Europe,0.0,0.0,Christianity,7159892
350,2000,Belarus,12736856827.9847,Europe,0.708,0.0,Christianity,5989515
351,2005,Belarus,30210091836.8294,Europe,0.0,0.0,Christianity,4892500
352,2010,Belarus,57231904542.8755,Europe,0.79,0.0,Christianity,5394257
353,1995,Armenia,1468317435.20148,Asia,0.0,0.0,Christianity,3288527
354,2000,Armenia,1911563668.85006,Asia,0.656,0.0,Christianity,3416610
355,2005,Armenia,4900469511.10191,Asia,0.0,0.0,Christianity,3054651
356,2010,Armenia,9260285755.62424,Asia,0.739,0.0,Christianity,3086654
357,1995,Georgia,2693732611.81599,Asia,0.0,0.0,Christianity,4581948
358,2000,Georgia,3057475335.18846,Asia,0.694,0.0,Christianity,4406616
359,2005,Georgia,6410912049.87105,Asia,0.0,0.0,Christianity,3851060
360,2010,Georgia,12426907967.1578,Asia,0.763,0.0,Christianity,3553010
361,1995,Azerbaijan,2417331192.9526,Asia,0.0,1.0,Christianity,291437
362,2000,Azerbaijan,5272615722.96892,Asia,0.635,0.0,Christianity,236459
363,2005,Azerbaijan,13245421880.834,Asia,0.0,1.0,Christianity,228500
364,2010,Azerbaijan,52909294791.9262,Asia,0.733,0.0,Christianity,218200
365,1990,Finland,141446120354.533,Europe,0.811,0.0,Christianity,4437525
366,1995,Finland,134060457516.34,Europe,0.0,0.0,Christianity,4444851
367,2000,Finland,125967821110.589,Europe,0.887,0.0,Christianity,4468908
368,2005,Finland,204859368790.661,Europe,0.0,0.0,Christianity,4422378
369,2010,Finland,249429613683.334,Europe,0.912,0.0,Christianity,4258941
370,1990,Sweden,261466577008.853,Europe,0.808,0.0,Christianity,7833833
371,1995,Sweden,267050453506.792,Europe,0.0,0.0,Christianity,7933826
372,2000,Sweden,262903560280.282,Europe,0.903,0.0,Christianity,7734793
373,2005,Sweden,391688455928.597,Europe,0.0,0.0,Christianity,7630100
374,2010,Sweden,492750897239.447,Europe,0.91,0.0,Christianity,7133814
375,1990,Norway,119791843059.572,Europe,0.845,0.0,Christianity,3819633
376,1995,Norway,152029612324.788,Europe,0.0,0.0,Christianity,3962924
377,2000,Norway,171457201935.968,Europe,0.914,0.0,Christianity,3956900
378,2005,Norway,309978579743.888,Europe,0.0,0.0,Christianity,4168814
379,2010,Norway,431052143940.438,Europe,0.938,0.0,Christianity,4103723
380,1990,Denmark,138217740684.484,Europe,0.839,0.0,Christianity,4777340
381,1995,Denmark,184848481008.139,Europe,0.0,0.0,Christianity,4703433
382,2000,Denmark,164043817223.59,Europe,0.89,0.0,Christianity,4551334
383,2005,Denmark,265150087711.985,Europe,0.0,0.0,Christianity,4544945
384,2010,Denmark,322345594075.47,Europe,0.913,0.0,Christianity,4527237
385,1990,Iceland,6694851159.32729,Europe,0.834,0.0,Christianity,246069
386,1995,Iceland,7372640168.67697,Europe,0.0,0.0,Christianity,257027
387,2000,Iceland,9140168922.35677,Europe,0.895,0.0,Christianity,268427
388,2005,Iceland,17146410560.5279,Europe,0.0,0.0,Christianity,277615
389,2010,Iceland,13922711576.5124,Europe,0.927,0.0,Christianity,290063
390,1990,Cabo Verde,306890962.649533,Africa,0.59,0.0,Christianity,327320
391,1995,Cabo Verde,487148993.533109,Africa,0.0,0.0,Christianity,368620
392,2000,Cabo Verde,539227277.626411,Africa,0.59,0.0,Christianity,406199
393,2005,Cabo Verde,972241676.907662,Africa,0.0,0.0,Christianity,438406
394,2010,Cabo Verde,1824751467.92957,Africa,0.649,0.0,Christianity,450220
395,1990,Sao Tome And Principe,119297932.757045,Africa,0.48,0.0,Christianity,110000
396,1995,Sao Tome And Principe,103695236.781001,Africa,0.0,0.0,Christianity,116795
397,2000,Sao Tome And Principe,76198394.8202671,Africa,0.498,0.0,Christianity,129632
398,2005,Sao Tome And Principe,136450662.390592,Africa,0.0,0.0,Christianity,139070
399,2010,Sao Tome And Principe,190021192.489536,Africa,0.553,0.0,Christianity,153810
400,1990,Guinea-Bissau,634187269.235013,Africa,0.441,0.0,Christianity,115320
401,1995,Guinea-Bissau,660195402.013602,Africa,0.0,0.0,Christianity,142554
402,2000,Guinea-Bissau,391345597.488269,Africa,0.441,0.0,Christianity,145500
403,2005,Guinea-Bissau,639776040.688424,Africa,0.0,0.0,Christianity,158866
404,2010,Guinea-Bissau,940112538.936436,Africa,0.441,0.0,Christianity,160848
405,1990,Equatorial Guinea,112119411.489965,Africa,0.511,0.0,Christianity,318600
406,1995,Equatorial Guinea,141853360.867855,Africa,0.0,0.0,Christianity,339545
407,2000,Equatorial Guinea,1045998496.43872,Africa,0.511,0.0,Christianity,394530
408,2005,Equatorial Guinea,8217369092.65224,Africa,0.0,0.0,Christianity,526785
409,2010,Equatorial Guinea,16314443436.2903,Africa,0.609,0.0,Christianity,622914
410,1990,Gambia,317083695.477797,Africa,0.323,0.0,Christianity,37260
411,1995,Gambia,785999864.840299,Africa,0.0,0.0,Christianity,44806
412,2000,Gambia,782913871.80966,Africa,0.392,0.0,Christianity,39687
413,2005,Gambia,1027701067.55688,Africa,0.0,0.0,Christianity,45673
414,2010,Gambia,1543294926.87301,Africa,0.449,0.0,Christianity,74920
415,1990,Mali,3248417790.51435,Africa,0.236,1.0,Christianity,156000
416,1995,Mali,3373322735.39126,Africa,0.0,0.0,Christianity,222939
417,2000,Mali,3521570875.90793,Africa,0.315,0.0,Christianity,368900
418,2005,Mali,7429066951.48251,Africa,0.0,0.0,Christianity,325211
419,2010,Mali,12710739159.4045,Africa,0.406,0.0,Christianity,407068
420,1990,Senegal,7390967360.42121,Africa,0.371,1.0,Christianity,400000
421,1995,Senegal,6326342633.4034,Africa,0.0,1.0,Christianity,411998
422,2000,Senegal,6013185003.97525,Africa,0.388,1.0,Christianity,377758
423,2005,Senegal,11009033437.939,Africa,0.0,0.0,Christianity,433919
424,2010,Senegal,16121315909.0758,Africa,0.47,0.0,Christianity,421345
425,1990,Benin,1959965330.14765,Africa,0.35,0.0,Christianity,1306920
426,1995,Benin,2169627137.9207,Africa,0.0,0.0,Christianity,1837275
427,2000,Benin,3519991440.47913,Africa,0.412,0.0,Christianity,2635093
428,2005,Benin,6567654954.38903,Africa,0.0,0.0,Christianity,3161071
429,2010,Benin,9535345015.78355,Africa,0.481,0.0,Christianity,3514394
430,1990,Mauritania,1506914407.82047,Africa,0.397,0.0,Christianity,8930
431,1995,Mauritania,2091726101.43014,Africa,0.0,0.0,Christianity,8088
432,2000,Mauritania,1779520886.47015,Africa,0.461,0.0,Christianity,7248
433,2005,Mauritania,2936019525.60241,Africa,0.0,0.0,Christianity,7489
434,2010,Mauritania,5628878797.98257,Africa,0.508,0.0,Christianity,8718
435,1990,Niger,3512356507.88599,Africa,0.212,0.0,Christianity,65400
436,1995,Niger,2302537562.24406,Africa,0.0,0.0,Christianity,52829
437,2000,Niger,2241753192.81158,Africa,0.26,0.0,Christianity,379700
438,2005,Niger,4383315964.58718,Africa,0.0,0.0,Christianity,446864
439,2010,Niger,7851192502.30917,Africa,0.336,0.0,Christianity,584548
440,1990,Côte D'Ivoire,10795850582.779,Africa,0.425,0.0,Christianity,3444889
441,1995,Côte D'Ivoire,11000146266.5135,Africa,0.0,0.0,Christianity,4293224
442,2000,Côte D'Ivoire,16577533891.8785,Africa,0.454,0.0,Christianity,4152993
443,2005,Côte D'Ivoire,24036918703.1747,Africa,0.0,0.0,Christianity,6091165
444,2010,Côte D'Ivoire,34936307980.063,Africa,0.47,0.0,Christianity,8029336
445,1990,Guinea,3888320665.52218,Africa,0.27,0.0,Christianity,220000
446,1995,Guinea,5385704166.43341,Africa,0.0,0.0,Christianity,280000
447,2000,Guinea,4367458866.71537,Africa,0.345,1.0,Christianity,534351
448,2005,Guinea,4282468636.90501,Africa,0.0,0.0,Christianity,737678
449,2010,Guinea,6853467145.53089,Africa,0.415,0.0,Christianity,819087
450,1990,Burkina Faso,3101300778.56414,Africa,0.296,0.0,Christianity,1340000
451,1995,Burkina Faso,2379517975.28056,Africa,0.0,0.0,Christianity,1601000
452,2000,Burkina Faso,2968370087.59759,Africa,0.296,0.0,Christianity,2561541
453,2005,Burkina Faso,6146353173.34929,Africa,0.0,0.0,Christianity,2891500
454,2010,Burkina Faso,10109619740.6994,Africa,0.372,0.0,Christianity,4574351
455,1990,Liberia,384400000.0,Africa,0.434,1.0,Christianity,866520
456,1995,Liberia,134800000.0,Africa,0.0,1.0,Christianity,998800
457,2000,Liberia,874000000.0,Africa,0.434,1.0,Christianity,1230057
458,2005,Liberia,949000000.0,Africa,0.0,0.0,Christianity,2281310
459,2010,Liberia,1998000000.0,Africa,0.46,0.0,Christianity,3542240
460,1990,Sierra Leone,649644097.566129,Africa,0.314,0.0,Christianity,452150
461,1995,Sierra Leone,870740291.519248,Africa,0.0,1.0,Christianity,419499
462,2000,Sierra Leone,635866403.776065,Africa,0.319,1.0,Christianity,856198
463,2005,Sierra Leone,2545275312.60512,Africa,0.0,0.0,Christianity,1057208
464,2010,Sierra Leone,4262805966.78755,Africa,0.416,0.0,Christianity,1169246
465,1990,Ghana,5889106573.46088,Africa,0.445,0.0,Christianity,8280300
466,1995,Ghana,6464382807.67884,Africa,0.0,0.0,Christianity,10150510
467,2000,Ghana,4982850662.20851,Africa,0.5,0.0,Christianity,10986230
468,2005,Ghana,10744568381.4456,Africa,0.0,0.0,Christianity,12666130
469,2010,Ghana,32197655566.5347,Africa,0.571,0.0,Christianity,16879326
470,1990,Togo,2299665505.61434,Africa,0.399,0.0,Christianity,1467000
471,1995,Togo,1849110468.19569,Africa,0.0,0.0,Christianity,1777899
472,2000,Togo,2106848752.27753,Africa,0.436,0.0,Christianity,1917880
473,2005,Togo,3221910408.46516,Africa,0.0,0.0,Christianity,2513727
474,2010,Togo,4746386893.22553,Africa,0.469,0.0,Christianity,2797212
475,1990,Cameroon,12314482627.8454,Africa,0.44,0.0,Christianity,6038000
476,1995,Cameroon,10864772470.9043,Africa,0.0,0.0,Christianity,7036810
477,2000,Cameroon,10566579294.9831,Africa,0.426,0.0,Christianity,7566370
478,2005,Cameroon,19509852206.9341,Africa,0.0,0.0,Christianity,8938935
479,2010,Cameroon,27507501821.0296,Africa,0.515,0.0,Christianity,9868484
480,1990,Nigeria,54035795387.8086,Africa,0.488,0.0,Christianity,44038540
481,1995,Nigeria,140919776986.364,Africa,0.0,0.0,Christianity,47688800
482,2000,Nigeria,69171451627.2465,Africa,0.488,0.0,Christianity,49263166
483,2005,Nigeria,175670569969.346,Africa,0.0,0.0,Christianity,56317628
484,2010,Nigeria,366990417129.04,Africa,0.488,1.0,Christianity,64726375
485,1990,Gabon,5952293764.84777,Africa,0.599,0.0,Christianity,806600
486,1995,Gabon,4958845648.04778,Africa,0.0,0.0,Christianity,946880
487,2000,Gabon,5080483628.53013,Africa,0.626,0.0,Christianity,936379
488,2005,Gabon,9582783990.85345,Africa,0.0,0.0,Christianity,963099
489,2010,Gabon,14372593020.2885,Africa,0.656,0.0,Christianity,1047752
490,1990,Central African Republic,1440711459.16967,Africa,0.333,0.0,Christianity,1853000
491,1995,Central African Republic,1115389673.69197,Africa,0.0,0.0,Christianity,2159140
492,2000,Central African Republic,916777282.691659,Africa,0.319,0.0,Christianity,1662483
493,2005,Central African Republic,1337894378.73743,Africa,0.0,1.0,Christianity,2017690
494,2010,Central African Republic,2142591540.40068,Africa,0.357,1.0,Christianity,2215305
495,1990,Chad,1738605557.76313,Africa,0.292,1.0,Christianity,1808050
496,1995,Chad,1445919894.57661,Africa,0.0,0.0,Christianity,1955305
497,2000,Chad,1388506771.58756,Africa,0.292,1.0,Christianity,2274495
498,2005,Chad,8655892392.92919,Africa,0.0,1.0,Christianity,3306270
499,2010,Chad,14058506663.7252,Africa,0.364,1.0,Christianity,3909470
500,1990,Congo,2798746050.11354,Africa,0.541,0.0,Christianity,1976040
501,1995,Congo,2116003867.75536,Africa,0.0,0.0,Christianity,2243564
502,2000,Congo,3227927697.57921,Africa,0.509,0.0,Christianity,2430640
503,2005,Congo,6650001680.48544,Africa,0.0,0.0,Christianity,2865567
504,2010,Congo,13148396211.5955,Africa,0.581,0.0,Christianity,3228666
505,1990,Democratic Republic Of The Congo,9349764580.41173,Africa,0.377,0.0,Christianity,33302540
506,1995,Democratic Republic Of The Congo,5643439376.10491,Africa,0.0,0.0,Christianity,43148540
507,2000,Democratic Republic Of The Congo,19088046305.7971,Africa,0.376,1.0,Christianity,47010884
508,2005,Democratic Republic Of The Congo,12609728573.1032,Africa,0.0,1.0,Christianity,54270480
509,2010,Democratic Republic Of The Congo,24161641931.0331,Africa,0.424,1.0,Christianity,63127199
510,1990,Uganda,4304399310.30967,Africa,0.329,1.0,Christianity,13556620
511,1995,Uganda,5755818842.49246,Africa,0.0,1.0,Christianity,15511805
512,2000,Uganda,6193246837.09687,Africa,0.392,1.0,Christianity,17829965
513,2005,Uganda,9239221763.05793,Africa,0.0,1.0,Christianity,21257472
514,2010,Uganda,26673441430.7857,Africa,0.5,0.0,Christianity,25921856
515,1990,Kenya,8572359038.16958,Africa,0.48,0.0,Christianity,18867000
516,1995,Kenya,9046320255.40507,Africa,0.0,0.0,Christianity,24049800
517,2000,Kenya,12705350097.8044,Africa,0.487,0.0,Christianity,23881200
518,2005,Kenya,18737895512.7378,Africa,0.0,0.0,Christianity,29036215
519,2010,Kenya,45405615063.7551,Africa,0.545,0.0,Christianity,32402646
520,1990,United Republic Of Tanzania,,Africa,0.366,0.0,Christianity,12378600
521,1995,United Republic Of Tanzania,,Africa,0.0,0.0,Christianity,15624860
522,2000,United Republic Of Tanzania,,Africa,0.396,0.0,Christianity,16989531
523,2005,United Republic Of Tanzania,,Africa,0.0,0.0,Christianity,18595935
524,2010,United Republic Of Tanzania,,Africa,0.493,0.0,Christianity,20574501
525,1990,Burundi,1132101252.51817,Africa,0.285,0.0,Christianity,4891200
526,1995,Burundi,1000428393.88528,Africa,0.0,1.0,Christianity,5424155
527,2000,Burundi,870486065.883137,Africa,0.298,1.0,Christianity,5623798
528,2005,Burundi,1117113079.73645,Africa,0.0,1.0,Christianity,6632591
529,2010,Burundi,2032135192.01248,Africa,0.404,0.0,Christianity,7641386
530,1990,Rwanda,2550185679.08109,Africa,0.32,1.0,Christianity,5702750
531,1995,Rwanda,1293535193.49248,Africa,0.0,0.0,Christianity,4359705
532,2000,Rwanda,2068836754.37431,Africa,0.328,1.0,Christianity,6779963
533,2005,Rwanda,2933819766.17656,Africa,0.0,0.0,Christianity,8064826
534,2010,Rwanda,6124756654.12346,Africa,0.485,0.0,Christianity,9252868
535,1990,Somalia,1031282081.16683,Africa,0.38,1.0,Christianity,6357
536,1995,Somalia,1534756134.55022,Africa,0.0,1.0,Christianity,6317
537,2000,Somalia,3412797450.20112,Africa,0.38,0.0,Christianity,6277
538,2005,Somalia,4683246454.10048,Africa,0.0,1.0,Christianity,4509
539,2010,Somalia,2687807003.73935,Africa,0.38,1.0,Christianity,4333
540,1990,Djibouti,452328087.282876,Africa,0.33,0.0,Christianity,23660
541,1995,Djibouti,497723960.589913,Africa,0.0,0.0,Christianity,26408
542,2000,Djibouti,551230861.856505,Africa,0.33,0.0,Christianity,10397
543,2005,Djibouti,708633194.726566,Africa,0.0,0.0,Christianity,11125
544,2010,Djibouti,1128611700.3618,Africa,0.422,0.0,Christianity,12256
545,1990,Ethiopia,12478943895.1691,Africa,0.286,1.0,Christianity,29253960
546,1995,Ethiopia,7855205206.93405,Africa,0.0,0.0,Christianity,32575450
547,2000,Ethiopia,8242349617.8638,Africa,0.286,1.0,Christianity,38159809
548,2005,Ethiopia,12401139453.9738,Africa,0.0,1.0,Christianity,42171769
549,2010,Ethiopia,29933790334.3418,Africa,0.409,1.0,Christianity,50654152
550,1995,Eritrea,578015625.0,Africa,0.0,0.0,Christianity,1539364
551,2000,Eritrea,706370815.584416,Africa,0.458,1.0,Christianity,1812203
552,2005,Eritrea,1098424685.66169,Africa,0.0,0.0,Christianity,2012850
553,2010,Eritrea,1589515447.15447,Africa,0.458,0.0,Christianity,3009808
554,1990,Angola,11229515599.3048,Africa,0.38,1.0,Christianity,9307500
555,1995,Angola,5538749259.94714,Africa,0.0,1.0,Christianity,9875230
556,2000,Angola,9129594970.15301,Africa,0.38,1.0,Christianity,10839535
557,2005,Angola,41396636383.3725,Africa,0.0,0.0,Christianity,15029280
558,2010,Angola,95546919754.7633,Africa,0.516,0.0,Christianity,17034849
559,1990,Mozambique,0.0,Africa,0.239,1.0,Christianity,5384000
