,year,country,gdp,un_region,hdi,conflict_present,religion,relig_pop,prop_relig
4489,1990,Sri Lanka,8032551173.24014,Asia,0.641,1.0,Hindu,2209090,0.132490840271976
4490,1995,Sri Lanka,13029697560.9756,Asia,0.0,1.0,Hindu,2535680,0.14180851264922673
4491,2000,Sri Lanka,16595882818.6857,Asia,0.689,1.0,Hindu,1312980,0.07751198900859711
4492,2005,Sri Lanka,24405791044.7761,Asia,0.0,1.0,Hindu,2950200,0.15177369493631365
4493,2010,Sri Lanka,58636049434.1871,Asia,0.735,0.0,Hindu,2565831,0.12513342022696972
4539,1990,Philippines,50508286641.5746,Asia,0.598,1.0,Hindu,1200,2.0038885791860536e-05
4540,1995,Philippines,84644328727.4825,Asia,0.0,1.0,Hindu,1770,2.6198873785904223e-05
4541,2000,Philippines,83669788376.9213,Asia,0.635,1.0,Hindu,0,0.0
4542,2005,Philippines,107419977318.166,Asia,0.0,1.0,Hindu,0,0.0
4543,2010,Philippines,208368893151.144,Asia,0.673,1.0,Hindu,0,0.0
4544,1990,Indonesia,106140727333.636,Asia,0.526,1.0,Hindu,2692245,0.015389015866249155
4545,1995,Indonesia,202132028723.115,Asia,0.0,0.0,Hindu,3508122,0.01822777989449257
4546,2000,Indonesia,165021012077.81,Asia,0.597,1.0,Hindu,4324000,0.020592976766226376
4547,2005,Indonesia,285868619196.085,Asia,0.0,1.0,Hindu,3961700,0.017906470091227582
4548,2010,Indonesia,755094157621.936,Asia,0.667,0.0,Hindu,3599400,0.015480384403827104
4725,1990,Colombia,47844090709.9908,Southern America,0.614,1.0,Shinto,0,0.0
4726,1995,Colombia,92507279383.0387,Southern America,0.0,1.0,Shinto,0,0.0
4727,2000,Colombia,99875074951.0278,Southern America,0.672,1.0,Shinto,0,0.0
4728,2005,Colombia,145600529605.803,Southern America,0.0,1.0,Shinto,0,0.0
4729,2010,Colombia,286498534094.963,Southern America,0.732,1.0,Shinto,0,0.0
4938,1990,Russian Federation,517014446227.929,Europe,0.741,1.0,Shinto,0,0.0
4939,1995,Russian Federation,395537185734.854,Europe,0.0,1.0,Shinto,0,0.0
4940,2000,Russian Federation,259710142196.943,Europe,0.733,1.0,Shinto,0,0.0
4941,2005,Russian Federation,764015973481.11,Europe,0.0,1.0,Shinto,0,0.0
4942,2010,Russian Federation,1524916715223.95,Europe,0.797,1.0,Shinto,0,0.0
5030,1990,Senegal,7390967360.42121,Africa,0.371,1.0,Shinto,0,0.0
5031,1995,Senegal,6326342633.4034,Africa,0.0,1.0,Shinto,0,0.0
5032,2000,Senegal,6013185003.97525,Africa,0.388,1.0,Shinto,0,0.0
5033,2005,Senegal,11009033437.939,Africa,0.0,0.0,Shinto,0,0.0
5034,2010,Senegal,16121315909.0758,Africa,0.47,0.0,Shinto,0,0.0
5065,1990,Liberia,384400000.0,Africa,0.434,1.0,Shinto,0,0.0
5066,1995,Liberia,134800000.0,Africa,0.0,1.0,Shinto,0,0.0
5067,2000,Liberia,874000000.0,Africa,0.434,1.0,Shinto,0,0.0
5068,2005,Liberia,949000000.0,Africa,0.0,0.0,Shinto,0,0.0
5069,2010,Liberia,1998000000.0,Africa,0.46,0.0,Shinto,0,0.0
5105,1990,Chad,1738605557.76313,Africa,0.292,1.0,Shinto,0,0.0
5106,1995,Chad,1445919894.57661,Africa,0.0,0.0,Shinto,0,0.0
5107,2000,Chad,1388506771.58756,Africa,0.292,1.0,Shinto,0,0.0
5108,2005,Chad,8655892392.92919,Africa,0.0,1.0,Shinto,0,0.0
5109,2010,Chad,14058506663.7252,Africa,0.364,1.0,Shinto,0,0.0
5115,1990,Democratic Republic Of The Congo,9349764580.41173,Africa,0.377,0.0,Shinto,0,0.0
5116,1995,Democratic Republic Of The Congo,5643439376.10491,Africa,0.0,0.0,Shinto,0,0.0
5117,2000,Democratic Republic Of The Congo,19088046305.7971,Africa,0.376,1.0,Shinto,0,0.0
5118,2005,Democratic Republic Of The Congo,12609728573.1032,Africa,0.0,1.0,Shinto,0,0.0
5119,2010,Democratic Republic Of The Congo,24161641931.0331,Africa,0.424,1.0,Shinto,0,0.0
5120,1990,Uganda,4304399310.30967,Africa,0.329,1.0,Shinto,0,0.0
5121,1995,Uganda,5755818842.49246,Africa,0.0,1.0,Shinto,0,0.0
5122,2000,Uganda,6193246837.09687,Africa,0.392,1.0,Shinto,0,0.0
5123,2005,Uganda,9239221763.05793,Africa,0.0,1.0,Shinto,0,0.0
5124,2010,Uganda,26673441430.7857,Africa,0.5,0.0,Shinto,0,0.0
5135,1990,Burundi,1132101252.51817,Africa,0.285,0.0,Shinto,0,0.0
5136,1995,Burundi,1000428393.88528,Africa,0.0,1.0,Shinto,0,0.0
5137,2000,Burundi,870486065.883137,Africa,0.298,1.0,Shinto,0,0.0
5138,2005,Burundi,1117113079.73645,Africa,0.0,1.0,Shinto,0,0.0
5139,2010,Burundi,2032135192.01248,Africa,0.404,0.0,Shinto,0,0.0
5145,1990,Somalia,1031282081.16683,Africa,0.38,1.0,Shinto,0,0.0
5146,1995,Somalia,1534756134.55022,Africa,0.0,1.0,Shinto,0,0.0
5147,2000,Somalia,3412797450.20112,Africa,0.38,0.0,Shinto,0,0.0
5148,2005,Somalia,4683246454.10048,Africa,0.0,1.0,Shinto,0,0.0
5149,2010,Somalia,2687807003.73935,Africa,0.38,1.0,Shinto,0,0.0
5155,1990,Ethiopia,12478943895.1691,Africa,0.286,1.0,Shinto,0,0.0
5156,1995,Ethiopia,7855205206.93405,Africa,0.0,0.0,Shinto,0,0.0
5157,2000,Ethiopia,8242349617.8638,Africa,0.286,1.0,Shinto,0,0.0
5158,2005,Ethiopia,12401139453.9738,Africa,0.0,1.0,Shinto,0,0.0
5159,2010,Ethiopia,29933790334.3418,Africa,0.409,1.0,Shinto,0,0.0
5164,1990,Angola,11229515599.3048,Africa,0.38,1.0,Shinto,0,0.0
5165,1995,Angola,5538749259.94714,Africa,0.0,1.0,Shinto,0,0.0
5166,2000,Angola,9129594970.15301,Africa,0.38,1.0,Shinto,0,0.0
5167,2005,Angola,41396636383.3725,Africa,0.0,0.0,Shinto,0,0.0
5168,2010,Angola,95546919754.7633,Africa,0.516,0.0,Shinto,0,0.0
5239,1990,Algeria,62048507531.3357,Africa,0.593,0.0,Shinto,0,0.0
5240,1995,Algeria,41764291671.7711,Africa,0.0,1.0,Shinto,0,0.0
5241,2000,Algeria,54790398570.3282,Africa,0.652,1.0,Shinto,0,0.0
5242,2005,Algeria,107046618669.707,Africa,0.0,1.0,Shinto,0,0.0
5243,2010,Algeria,177785053939.531,Africa,0.721,1.0,Shinto,0,0.0
5254,1990,Sudan,33641222222.2222,Africa,0.322,1.0,Shinto,0,0.0
5255,1995,Sudan,13830363899.9163,Africa,0.0,1.0,Shinto,0,0.0
5256,2000,Sudan,12257299147.2936,Africa,0.42,1.0,Shinto,0,0.0
5257,2005,Sudan,35182711987.974,Africa,0.0,1.0,Shinto,0,0.0
5258,2010,Sudan,58962978034.4828,Africa,0.489,1.0,Shinto,0,0.0
5259,1990,Iran (Islamic Republic Of),124813263926.225,Asia,0.613,1.0,Shinto,0,0.0
5260,1995,Iran (Islamic Republic Of),96419225743.6737,Asia,0.0,0.0,Shinto,0,0.0
5261,2000,Iran (Islamic Republic Of),109591707802.216,Asia,0.692,1.0,Shinto,0,0.0
5262,2005,Iran (Islamic Republic Of),224970371324.67,Asia,0.0,1.0,Shinto,0,0.0
5263,2010,Iran (Islamic Republic Of),487069570463.768,Asia,0.756,1.0,Shinto,0,0.0
5264,1990,Turkey,150655500191.644,Asia,0.598,1.0,Shinto,0,0.0
5265,1995,Turkey,234699627004.035,Asia,0.0,1.0,Shinto,0,0.0
5266,2000,Turkey,274748463178.502,Asia,0.669,1.0,Shinto,0,0.0
5267,2005,Turkey,508314210212.544,Asia,0.0,1.0,Shinto,0,0.0
5268,2010,Turkey,782545664268.333,Asia,0.75,0.0,Shinto,0,0.0
5269,1990,Iraq,180408064516.129,Asia,0.497,1.0,Shinto,0,0.0
5270,1995,Iraq,12894029888.1122,Asia,0.0,1.0,Shinto,0,0.0
5271,2000,Iraq,48364250943.9051,Asia,0.583,0.0,Shinto,0,0.0
5272,2005,Iraq,50065104667.8159,Asia,0.0,1.0,Shinto,0,0.0
5273,2010,Iraq,138516722649.573,Asia,0.629,1.0,Shinto,0,0.0
5294,1990,Israel,62016729540.7093,Asia,0.781,1.0,Shinto,0,0.0
5295,1995,Israel,105497418058.646,Asia,0.0,1.0,Shinto,0,0.0
5296,2000,Israel,136512300542.025,Asia,0.835,1.0,Shinto,0,0.0
5297,2005,Israel,147519922009.047,Asia,0.0,1.0,Shinto,0,0.0
5298,2010,Israel,239679036634.372,Asia,0.887,1.0,Shinto,0,0.0
5336,1990,Afghanistan,0.0,Asia,0.284,1.0,Shinto,0,0.0
5337,1995,Afghanistan,0.0,Asia,0.0,1.0,Shinto,0,0.0
5338,2000,Afghanistan,3521418059.92345,Asia,0.34,1.0,Shinto,0,0.0
5339,2005,Afghanistan,6203256538.70967,Asia,0.0,1.0,Shinto,0,0.0
5340,2010,Afghanistan,15856668555.8336,Asia,0.449,1.0,Shinto,0,0.0
5386,1990,India,320979026420.035,Asia,0.434,1.0,Shinto,0,0.0
5387,1995,India,360281909643.489,Asia,0.0,1.0,Shinto,0,0.0
5388,2000,India,468395521654.458,Asia,0.49,1.0,Shinto,0,0.0
5389,2005,India,820383763511.445,Asia,0.0,1.0,Shinto,0,0.0
5390,2010,India,1675615519484.96,Asia,0.572,1.0,Shinto,0,0.0
5396,1990,Pakistan,40010423970.4576,Asia,0.394,1.0,Shinto,0,0.0
5397,1995,Pakistan,60636071684.1918,Asia,0.0,1.0,Shinto,0,0.0
5398,2000,Pakistan,99484802344.5277,Asia,0.434,1.0,Shinto,0,0.0
5399,2005,Pakistan,145208562960.767,Asia,0.0,1.0,Shinto,0,0.0
5400,2010,Pakistan,196709621849.586,Asia,0.496,1.0,Shinto,0,0.0
5406,1990,Myanmar,2115193513.29556,Asia,0.333,1.0,Shinto,0,0.0
5407,1995,Myanmar,5289174942.53404,Asia,0.0,1.0,Shinto,0,0.0
5408,2000,Myanmar,8905066163.58643,Asia,0.407,1.0,Shinto,0,0.0
5409,2005,Myanmar,11986972418.5103,Asia,0.0,1.0,Shinto,0,0.0
5410,2010,Myanmar,49540813342.4834,Asia,0.506,1.0,Shinto,0,0.0
5411,1990,Sri Lanka,8032551173.24014,Asia,0.641,1.0,Shinto,120,7.19703626046794e-06
5412,1995,Sri Lanka,13029697560.9756,Asia,0.0,1.0,Shinto,135,7.549907404580076e-06
5413,2000,Sri Lanka,16595882818.6857,Asia,0.689,1.0,Shinto,0,0.0
5414,2005,Sri Lanka,24405791044.7761,Asia,0.0,1.0,Shinto,155,7.974009462113964e-06
5415,2010,Sri Lanka,58636049434.1871,Asia,0.735,0.0,Shinto,0,0.0
5461,1990,Philippines,50508286641.5746,Asia,0.598,1.0,Shinto,0,0.0
5462,1995,Philippines,84644328727.4825,Asia,0.0,1.0,Shinto,0,0.0
5463,2000,Philippines,83669788376.9213,Asia,0.635,1.0,Shinto,0,0.0
5464,2005,Philippines,107419977318.166,Asia,0.0,1.0,Shinto,0,0.0
5465,2010,Philippines,208368893151.144,Asia,0.673,1.0,Shinto,0,0.0
5466,1990,Indonesia,106140727333.636,Asia,0.526,1.0,Shinto,0,0.0
5467,1995,Indonesia,202132028723.115,Asia,0.0,0.0,Shinto,0,0.0
5468,2000,Indonesia,165021012077.81,Asia,0.597,1.0,Shinto,0,0.0
5469,2005,Indonesia,285868619196.085,Asia,0.0,1.0,Shinto,0,0.0
5470,2010,Indonesia,755094157621.936,Asia,0.667,0.0,Shinto,0,0.0
5647,1990,Colombia,47844090709.9908,Southern America,0.614,1.0,Confus_Tao,0,0.0
5648,1995,Colombia,92507279383.0387,Southern America,0.0,1.0,Confus_Tao,0,0.0
5649,2000,Colombia,99875074951.0278,Southern America,0.672,1.0,Confus_Tao,0,0.0
5650,2005,Colombia,145600529605.803,Southern America,0.0,1.0,Confus_Tao,0,0.0
5651,2010,Colombia,286498534094.963,Southern America,0.732,1.0,Confus_Tao,0,0.0
5860,1990,Russian Federation,517014446227.929,Europe,0.741,1.0,Confus_Tao,0,0.0
5861,1995,Russian Federation,395537185734.854,Europe,0.0,1.0,Confus_Tao,0,0.0
5862,2000,Russian Federation,259710142196.943,Europe,0.733,1.0,Confus_Tao,0,0.0
5863,2005,Russian Federation,764015973481.11,Europe,0.0,1.0,Confus_Tao,0,0.0
5864,2010,Russian Federation,1524916715223.95,Europe,0.797,1.0,Confus_Tao,0,0.0
5952,1990,Senegal,7390967360.42121,Africa,0.371,1.0,Confus_Tao,0,0.0
5953,1995,Senegal,6326342633.4034,Africa,0.0,1.0,Confus_Tao,0,0.0
5954,2000,Senegal,6013185003.97525,Africa,0.388,1.0,Confus_Tao,0,0.0
5955,2005,Senegal,11009033437.939,Africa,0.0,0.0,Confus_Tao,0,0.0
5956,2010,Senegal,16121315909.0758,Africa,0.47,0.0,Confus_Tao,0,0.0
5987,1990,Liberia,384400000.0,Africa,0.434,1.0,Confus_Tao,0,0.0
5988,1995,Liberia,134800000.0,Africa,0.0,1.0,Confus_Tao,0,0.0
5989,2000,Liberia,874000000.0,Africa,0.434,1.0,Confus_Tao,0,0.0
5990,2005,Liberia,949000000.0,Africa,0.0,0.0,Confus_Tao,0,0.0
5991,2010,Liberia,1998000000.0,Africa,0.46,0.0,Confus_Tao,0,0.0
6027,1990,Chad,1738605557.76313,Africa,0.292,1.0,Confus_Tao,0,0.0
6028,1995,Chad,1445919894.57661,Africa,0.0,0.0,Confus_Tao,0,0.0
6029,2000,Chad,1388506771.58756,Africa,0.292,1.0,Confus_Tao,0,0.0
6030,2005,Chad,8655892392.92919,Africa,0.0,1.0,Confus_Tao,0,0.0
6031,2010,Chad,14058506663.7252,Africa,0.364,1.0,Confus_Tao,0,0.0
6037,1990,Democratic Republic Of The Congo,9349764580.41173,Africa,0.377,0.0,Confus_Tao,0,0.0
6038,1995,Democratic Republic Of The Congo,5643439376.10491,Africa,0.0,0.0,Confus_Tao,0,0.0
6039,2000,Democratic Republic Of The Congo,19088046305.7971,Africa,0.376,1.0,Confus_Tao,0,0.0
6040,2005,Democratic Republic Of The Congo,12609728573.1032,Africa,0.0,1.0,Confus_Tao,0,0.0
6041,2010,Democratic Republic Of The Congo,24161641931.0331,Africa,0.424,1.0,Confus_Tao,0,0.0
6042,1990,Uganda,4304399310.30967,Africa,0.329,1.0,Confus_Tao,1650,0.00010620356932817746
6043,1995,Uganda,5755818842.49246,Africa,0.0,1.0,Confus_Tao,1800,0.00010094655339865174
6044,2000,Uganda,6193246837.09687,Africa,0.392,1.0,Confus_Tao,2004,9.713330722431396e-05
6045,2005,Uganda,9239221763.05793,Africa,0.0,1.0,Confus_Tao,2461,0.00010023671505100912
6046,2010,Uganda,26673441430.7857,Africa,0.5,0.0,Confus_Tao,2863,9.592895989753996e-05
6057,1990,Burundi,1132101252.51817,Africa,0.285,0.0,Confus_Tao,0,0.0
6058,1995,Burundi,1000428393.88528,Africa,0.0,1.0,Confus_Tao,0,0.0
6059,2000,Burundi,870486065.883137,Africa,0.298,1.0,Confus_Tao,0,0.0
6060,2005,Burundi,1117113079.73645,Africa,0.0,1.0,Confus_Tao,0,0.0
6061,2010,Burundi,2032135192.01248,Africa,0.404,0.0,Confus_Tao,0,0.0
6067,1990,Somalia,1031282081.16683,Africa,0.38,1.0,Confus_Tao,0,0.0
6068,1995,Somalia,1534756134.55022,Africa,0.0,1.0,Confus_Tao,0,0.0
6069,2000,Somalia,3412797450.20112,Africa,0.38,0.0,Confus_Tao,0,0.0
6070,2005,Somalia,4683246454.10048,Africa,0.0,1.0,Confus_Tao,0,0.0
6071,2010,Somalia,2687807003.73935,Africa,0.38,1.0,Confus_Tao,0,0.0
6077,1990,Ethiopia,12478943895.1691,Africa,0.286,1.0,Confus_Tao,0,0.0
6078,1995,Ethiopia,7855205206.93405,Africa,0.0,0.0,Confus_Tao,0,0.0
6079,2000,Ethiopia,8242349617.8638,Africa,0.286,1.0,Confus_Tao,0,0.0
6080,2005,Ethiopia,12401139453.9738,Africa,0.0,1.0,Confus_Tao,0,0.0
6081,2010,Ethiopia,29933790334.3418,Africa,0.409,1.0,Confus_Tao,0,0.0
6086,1990,Angola,11229515599.3048,Africa,0.38,1.0,Confus_Tao,0,0.0
6087,1995,Angola,5538749259.94714,Africa,0.0,1.0,Confus_Tao,0,0.0
6088,2000,Angola,9129594970.15301,Africa,0.38,1.0,Confus_Tao,0,0.0
6089,2005,Angola,41396636383.3725,Africa,0.0,0.0,Confus_Tao,0,0.0
6090,2010,Angola,95546919754.7633,Africa,0.516,0.0,Confus_Tao,0,0.0
6161,1990,Algeria,62048507531.3357,Africa,0.593,0.0,Confus_Tao,0,0.0
6162,1995,Algeria,41764291671.7711,Africa,0.0,1.0,Confus_Tao,0,0.0
6163,2000,Algeria,54790398570.3282,Africa,0.652,1.0,Confus_Tao,0,0.0
6164,2005,Algeria,107046618669.707,Africa,0.0,1.0,Confus_Tao,0,0.0
6165,2010,Algeria,177785053939.531,Africa,0.721,1.0,Confus_Tao,0,0.0
6176,1990,Sudan,33641222222.2222,Africa,0.322,1.0,Confus_Tao,0,0.0
6177,1995,Sudan,13830363899.9163,Africa,0.0,1.0,Confus_Tao,0,0.0
6178,2000,Sudan,12257299147.2936,Africa,0.42,1.0,Confus_Tao,0,0.0
6179,2005,Sudan,35182711987.974,Africa,0.0,1.0,Confus_Tao,0,0.0
6180,2010,Sudan,58962978034.4828,Africa,0.489,1.0,Confus_Tao,0,0.0
6181,1990,Iran (Islamic Republic Of),124813263926.225,Asia,0.613,1.0,Confus_Tao,0,0.0
6182,1995,Iran (Islamic Republic Of),96419225743.6737,Asia,0.0,0.0,Confus_Tao,0,0.0
6183,2000,Iran (Islamic Republic Of),109591707802.216,Asia,0.692,1.0,Confus_Tao,0,0.0
6184,2005,Iran (Islamic Republic Of),224970371324.67,Asia,0.0,1.0,Confus_Tao,0,0.0
6185,2010,Iran (Islamic Republic Of),487069570463.768,Asia,0.756,1.0,Confus_Tao,0,0.0
6186,1990,Turkey,150655500191.644,Asia,0.598,1.0,Confus_Tao,0,0.0
6187,1995,Turkey,234699627004.035,Asia,0.0,1.0,Confus_Tao,0,0.0
6188,2000,Turkey,274748463178.502,Asia,0.669,1.0,Confus_Tao,0,0.0
6189,2005,Turkey,508314210212.544,Asia,0.0,1.0,Confus_Tao,0,0.0
6190,2010,Turkey,782545664268.333,Asia,0.75,0.0,Confus_Tao,0,0.0
6191,1990,Iraq,180408064516.129,Asia,0.497,1.0,Confus_Tao,0,0.0
6192,1995,Iraq,12894029888.1122,Asia,0.0,1.0,Confus_Tao,0,0.0
6193,2000,Iraq,48364250943.9051,Asia,0.583,0.0,Confus_Tao,0,0.0
6194,2005,Iraq,50065104667.8159,Asia,0.0,1.0,Confus_Tao,0,0.0
6195,2010,Iraq,138516722649.573,Asia,0.629,1.0,Confus_Tao,0,0.0
6216,1990,Israel,62016729540.7093,Asia,0.781,1.0,Confus_Tao,0,0.0
6217,1995,Israel,105497418058.646,Asia,0.0,1.0,Confus_Tao,0,0.0
6218,2000,Israel,136512300542.025,Asia,0.835,1.0,Confus_Tao,0,0.0
6219,2005,Israel,147519922009.047,Asia,0.0,1.0,Confus_Tao,0,0.0
6220,2010,Israel,239679036634.372,Asia,0.887,1.0,Confus_Tao,0,0.0
6258,1990,Afghanistan,0.0,Asia,0.284,1.0,Confus_Tao,0,0.0
6259,1995,Afghanistan,0.0,Asia,0.0,1.0,Confus_Tao,0,0.0
6260,2000,Afghanistan,3521418059.92345,Asia,0.34,1.0,Confus_Tao,0,0.0
6261,2005,Afghanistan,6203256538.70967,Asia,0.0,1.0,Confus_Tao,0,0.0
6262,2010,Afghanistan,15856668555.8336,Asia,0.449,1.0,Confus_Tao,0,0.0
6308,1990,India,320979026420.035,Asia,0.434,1.0,Confus_Tao,3800000,0.00490628594245826
6309,1995,India,360281909643.489,Asia,0.0,1.0,Confus_Tao,4003348,0.004717003602472425
6310,2000,India,468395521654.458,Asia,0.49,1.0,Confus_Tao,4225000,0.004217893701128126
6311,2005,India,820383763511.445,Asia,0.0,1.0,Confus_Tao,4566598,0.004217895186381861
6312,2010,India,1675615519484.96,Asia,0.572,1.0,Confus_Tao,4908196,0.0042178964612719595
6318,1990,Pakistan,40010423970.4576,Asia,0.394,1.0,Confus_Tao,0,0.0
6319,1995,Pakistan,60636071684.1918,Asia,0.0,1.0,Confus_Tao,0,0.0
6320,2000,Pakistan,99484802344.5277,Asia,0.434,1.0,Confus_Tao,0,0.0
6321,2005,Pakistan,145208562960.767,Asia,0.0,1.0,Confus_Tao,0,0.0
6322,2010,Pakistan,196709621849.586,Asia,0.496,1.0,Confus_Tao,0,0.0
6328,1990,Myanmar,2115193513.29556,Asia,0.333,1.0,Confus_Tao,2700,7.441911744439238e-05
6329,1995,Myanmar,5289174942.53404,Asia,0.0,1.0,Confus_Tao,2491,6.380747856948602e-05
6330,2000,Myanmar,8905066163.58643,Asia,0.407,1.0,Confus_Tao,2281,5.703728868384694e-05
6331,2005,Myanmar,11986972418.5103,Asia,0.0,1.0,Confus_Tao,2891,6.009186926453663e-05
6332,2010,Myanmar,49540813342.4834,Asia,0.506,1.0,Confus_Tao,3070,6.0124543193011596e-05
6333,1990,Sri Lanka,8032551173.24014,Asia,0.641,1.0,Confus_Tao,0,0.0
6334,1995,Sri Lanka,13029697560.9756,Asia,0.0,1.0,Confus_Tao,0,0.0
6335,2000,Sri Lanka,16595882818.6857,Asia,0.689,1.0,Confus_Tao,0,0.0
6336,2005,Sri Lanka,24405791044.7761,Asia,0.0,1.0,Confus_Tao,0,0.0
6337,2010,Sri Lanka,58636049434.1871,Asia,0.735,0.0,Confus_Tao,0,0.0
6383,1990,Philippines,50508286641.5746,Asia,0.598,1.0,Confus_Tao,0,0.0
6384,1995,Philippines,84644328727.4825,Asia,0.0,1.0,Confus_Tao,0,0.0
6385,2000,Philippines,83669788376.9213,Asia,0.635,1.0,Confus_Tao,0,0.0
6386,2005,Philippines,107419977318.166,Asia,0.0,1.0,Confus_Tao,0,0.0
6387,2010,Philippines,208368893151.144,Asia,0.673,1.0,Confus_Tao,0,0.0
6388,1990,Indonesia,106140727333.636,Asia,0.526,1.0,Confus_Tao,0,0.0
6389,1995,Indonesia,202132028723.115,Asia,0.0,0.0,Confus_Tao,0,0.0
6390,2000,Indonesia,165021012077.81,Asia,0.597,1.0,Confus_Tao,0,0.0
6391,2005,Indonesia,285868619196.085,Asia,0.0,1.0,Confus_Tao,0,0.0
6392,2010,Indonesia,755094157621.936,Asia,0.667,0.0,Confus_Tao,0,0.0
